Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^tw	t w	1	U+005E U+0074 U+0077	"tweek’asi"	Q'eqchi'
^t’	tʼ	5	U+005E U+0074 U+2019	"t’ane’k,t’ikr,t’usub’"	
^uu	uː	4	U+005E U+0075 U+0075	"uul,uutz'u'uj,uutz’u’uj"	Q'eqchi'
^xs	ʃ s	2	U+005E U+0078 U+0073	"xsu_oq,xsumenkil"	Q'eqchi'
^xw	ʃ w	1	U+005E U+0078 U+0077	"xwah_kar"	Q'eqchi'
^xx	ʃː	1	U+005E U+0078 U+0078	"xxaqab’ankil"	Q'eqchi'
a'$	a ʔ	17	U+0061 U+0027 U+0024	"k'atq_sa',maak'a'_xsa',puchha'"	
a'a	a ʔ a	20	U+0061 U+0027 U+0061	"ja'ajul,moko_ch'a'aj_ta,na'ajil"	Q'eqchi'
aa$	aː	2	U+0061 U+0061 U+0024	"soldaa"	Q'eqchi'
a’$	a ʔ	47	U+0061 U+2019 U+0024	"ha’,nima’,yuwa’"	
b'$	ɓ	58	U+0062 U+0027 U+0024	"na'leb',oob',wa_re_wa'leb'"	
ch$	tʃ	24	U+0063 U+0068 U+0024	"ochoch,oqech,paachach"	Q'eqchi'
ch'	tʃʼ	46	U+0063 U+0068 U+0027	"b'ach'b'o,pech'ol_che',sahil_ch'oolej"	
chh	tʃ + h	1	U+0063 U+0068 U+0068	"puchha'"	Q'eqchi'
ch’	tʃʼ	21	U+0063 U+0068 U+2019	"b’ich’ok,ink’a’_ch’olch’o,mich’ok"	
k'$	kʼ	9	U+006B U+0027 U+0024	"raaxiik',sek',xeek'"	
k’$	kʼ	21	U+006B U+2019 U+0024	"kok’,saak’,xook’"	
ls$	l s	1	U+006C U+0073 U+0024	"miercools"	Q'eqchi'
ms$	m s	3	U+006D U+0073 U+0024	"k’ams,mams,nums"	Q'eqchi'
ns$	n s	2	U+006E U+0073 U+0024	"lisens,luuns"	Q'eqchi'
ps$	p s	1	U+0070 U+0073 U+0024	"paaps"	Q'eqchi'
q'$	qʼ	16	U+0071 U+0027 U+0024	"chaq',naq',roq'roq'"	
qs$	q s	1	U+0071 U+0073 U+0024	"poqs"	Q'eqchi'
rs$	r s	1	U+0072 U+0073 U+0024	"b’yers"	Q'eqchi'
t'$	tʼ	2	U+0074 U+0027 U+0024	"b'ut',loot'"	
ts$	ts	1	U+0074 U+0073 U+0024	"marts"	Q'eqchi'
tz'	tsʼ	19	U+0074 U+007A U+0027	"asuukr_utz'ajl,utz'uk,yatz'ok"	
tz’	tsʼ	13	U+0074 U+007A U+2019	"chiqok_tz’uum,rutz’b’al,utz’uk"	
u'u	u ʔ u	7	U+0075 U+0027 U+0075	"chu'uk,ru'uj,uutz'u'uj"	Q'eqchi'
^ch'	tʃʼ	34	U+005E U+0063 U+0068 U+0027	"ch'a'aj,ch'e'ok,ch'otolal"	
^ch’	tʃʼ	26	U+005E U+0063 U+0068 U+2019	"ch’een,ch’ina_teelom,ch’utub’ank"	
^tz'	tsʼ	29	U+005E U+0074 U+007A U+0027	"tz'alamche',tz'apb'al_oq,tz'okaak"	
^tz’	tsʼ	18	U+005E U+0074 U+007A U+2019	"tz’aak,tz’ak,tz’aqal_re_ru"	
ch'$	tʃʼ	16	U+0063 U+0068 U+0027 U+0024	"b'ach'_b'ach',ch'iich',ch'ina_ch'iich'"	
ch’$	tʃʼ	11	U+0063 U+0068 U+2019 U+0024	"ch’och’,ich’,ru_chi_ch’och’"	
tz'$	tsʼ	5	U+0074 U+007A U+0027 U+0024	"b'aqsotz',jutz',lemtz'"	
tz’$	tsʼ	4	U+0074 U+007A U+2019 U+0024	"b’atz’,kok’_utz’,sotz’"	
