Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ōh	oː h	5	U+014D U+0068	"hōhō,kosekishōhon,kōhii"	Japanese
ōs	oː s	13	U+014D U+0073	"bōsui,hōseki,yōsai"	Japanese
ū$	ɯː	23	U+016B U+0024	"gunshū,hoyū,kutsū"	Japanese
^ch	tɕ	38	U+005E U+0063 U+0068	"chi,chinko,chūshoku"	Japanese
^ii	iː	2	U+005E U+0069 U+0069	"iiarasoi,iie"	Japanese
^oo	o o	1	U+005E U+006F U+006F	"oou"	Japanese
^sh	ɕ	114	U+005E U+0073 U+0068	"shika,shinu,shukufuku"	Japanese
^ts	ts	46	U+005E U+0074 U+0073	"tsubasa,tsurugi,tsūkagirei"	Japanese
^ōh	oː h	1	U+005E U+014D U+0068	"ōhashi"	Japanese
ii$	iː	17	U+0069 U+0069 U+0024	"akusesarii,rashii,ureshii"	Japanese
nsh	n ɕ	10	U+006E U+0073 U+0068	"anshō,jitensha,ninshin"	Japanese
oo$	o o	1	U+006F U+006F U+0024	"honoo"	Japanese
ssh	s ɕ	2	U+0073 U+0073 U+0068	"kesshite,zesshoku"	Japanese
uu$	ɯ ɯ	7	U+0075 U+0075 U+0024	"kuruu,nuu,sukuu"	Japanese
ēsh	eː ɕ	1	U+0113 U+0073 U+0068	"inishiēshon"	Japanese
ōsh	oː ɕ	10	U+014D U+0073 U+0068	"keshōshitsu,ryōshi,yōsha"	Japanese
