Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ā$	aː	16	U+0101 U+0024	"gogā,niyā,äᵑydā"	Bezhta
ās	aː s	3	U+0101 U+0073	"biqqaʔdās_mäče,emedās_mex,õq’q’aʔdās_mäče"	Bezhta
č$	tʃ	7	U+010D U+0024	"qanč,warač,xeč"	Bezhta
čč	tʃ tʃ	5	U+010D U+010D	"käččö,soyyā_gäččo,äyib_gäččö"	Bezhta
č’	tʃʼ	30	U+010D U+2019	"-üč’-,hič’egol-,yüč’dänä"	
ĩ$	ĩ	4	U+0129 U+0024	"hĩ,sĩ"	Bezhta
ī$	ī	2	U+012B U+0024	"kalaɣas_q’ī,q’ī"	Bezhta
īs	iː s	1	U+012B U+0073	"ɬīs_momola"	Bezhta
ō$	oː	6	U+014D U+0024	"-ãcō,hoʔō,q’ō"	Bezhta
š$	ʃ	9	U+0161 U+0024	"müɣättǟš,naq’iš,palaš"	Bezhta
šš	ʃ ʃ	3	U+0161 U+0161	"-äᵑššö,höᵑššöna,šüššö"	Bezhta
ũ$	ũ	1	U+0169 U+0024	"ʔãʔũ"	Bezhta
ūᵑ	ũː	1	U+016B U+1D51	"ɬūᵑs_ɣeč’i"	Bezhta
ž$	ʒ	4	U+017E U+0024	"bež,xarž,äᵑž"	Bezhta
ƛ$	tɬ	5	U+019B U+0024	"bogoƛ,istiʔoƛ,müɣäƛ"	Bezhta
ƛƛ	tɬ tɬ	5	U+019B U+019B	"koƛƛo,koƛƛoɬi,yaƛƛokos"	Bezhta
ƛ’	tɬʼ	67	U+019B U+2019	"-ecoƛ’a_-ece-,-yek-yõƛ’oyo,änƛ’e"	
ǟ$	æː	5	U+01DF U+0024	"mǟ,töbǟ,äᵑydǟ"	Bezhta
ɣ$	ɣ	7	U+0263 U+0024	"halmaɣ,miɣ,raɣ"	Bezhta
ɬ$	ɬ	3	U+026C U+0024	"hũɬ,hũɬlaɬ,xisalaɬ"	Bezhta
ɬs	ɬ s	1	U+026C U+0073	"marč’ok’oɬso_mex"	Bezhta
ʔ$	ʔ	11	U+0294 U+0024	"-ʔ,hãq’q’alaʔ,hõsolaʔ"	Bezhta
ẽ$	ẽ	1	U+1EBD U+0024	"hẽ"	Bezhta
^c’	tsʼ	29	U+005E U+0063 U+2019	"c’inda,c’uddo_c’emuc’,c’umi_-ow-"	
^k’	kʼ	44	U+005E U+006B U+2019	"k’ak’alo,k’aʔab,k’obala"	
^p’	pʼ	5	U+005E U+0070 U+2019	"p’alt’o,p’ap’iros,p’äp’älö"	
^q’	q	45	U+005E U+0071 U+2019	"q’arza_niƛ-,q’eyo,q’or"	
^t’	tʼ	20	U+005E U+0074 U+2019	"t’uco-,t’ugo,t’ut’-"	
^äh	æ h	1	U+005E U+00E4 U+0068	"ähi"	Bezhta
^äᵑ	æ̃	11	U+005E U+00E4 U+1D51	"äᵑgä,äᵑydā,äᵑydǟ_yoxcas_kil"	Bezhta
^öh	œ h	1	U+005E U+00F6 U+0068	"öhdä-"	Bezhta
^öᵑ	œ̃	2	U+005E U+00F6 U+1D51	"öᵑq’önä,öᵑq”öbuƛ’o"	Bezhta
^č’	tʃʼ	9	U+005E U+010D U+2019	"č’amal,č’anaɣo-,č’aɣa"	
^ƛ’	tɬʼ	24	U+005E U+019B U+2019	"ƛ’ärƛ’äri,ƛ’äčäri_-ečel-,ƛ’ǟna"	
t’$	tʼ	10	U+0074 U+2019 U+0024	"-ut’,babliƛ’ako_c’it’,t’ot’"	
äh$	æ h	2	U+00E4 U+0068 U+0024	"däh,yaraɣ-mätäh"	Bezhta
öᵑw	œ̃ w	2	U+00F6 U+1D51 U+0077	"q’eyas_ƛöᵑwä,ƛöᵑwä"	Bezhta
üh$	y h	1	U+00FC U+0068 U+0024	"rüh"	Bezhta
üᵑ$	ỹ	1	U+00FC U+1D51 U+0024	"ɬüᵑ"	Bezhta
ās$	aː s	4	U+0101 U+0073 U+0024	"aboddās,iyoddās"	Bezhta
āᵑ$	ãː	1	U+0101 U+1D51 U+0024	"cāᵑ"	Bezhta
č’$	tʃʼ	4	U+010D U+2019 U+0024	"keč’,müč’,yöxič’"	
īs$	iː s	1	U+012B U+0073 U+0024	"dīs"	Bezhta
ūᵑ$	ũː	1	U+016B U+1D51 U+0024	"c’ūᵑ"	Bezhta
ƛ’$	tɬʼ	7	U+019B U+2019 U+0024	"anƛ’,haraƛ’,hũƛ’"	
ȫᵑ$	œ̃ː	1	U+022B U+1D51 U+0024	"xȫᵑ"	Bezhta
^äᵑh	æ̃ h	1	U+005E U+00E4 U+1D51 U+0068	"äᵑheyo"	Bezhta
