Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
^dh	ð	8	U+005E U+0064 U+0068	"dhahabu,dhana,dhoruba"	Swahili
^gh	ɣ	2	U+005E U+0067 U+0068	"ghali,ghuba"	Swahili
^kw	k w	7	U+005E U+006B U+0077	"kwa_nini,kwapa,kwikiwi"	Swahili
^mb	ⁿb	19	U+005E U+006D U+0062	"mba,mbegu,mboko"	
^mh	m h	3	U+005E U+006D U+0068	"mhimili,mhimili_(wa_mlango),mhunzi_(wa_chuma)"	Swahili
^mm	m m	1	U+005E U+006D U+006D	"mmea"	Swahili
^ms	m s	12	U+005E U+006D U+0073	"msitu,msongo,msuko"	Swahili
^mv	ⁿv	7	U+005E U+006D U+0076	"mvinyo,mvua,mvuvi"	
^mw	m w	45	U+005E U+006D U+0077	"mwalimu,mwanga,mwasho"	Swahili
^nd	ⁿd	22	U+005E U+006E U+0064	"ndani,ndege,ndewe"	
^ng	ⁿg	18	U+005E U+006E U+0067	"ngome,nguruwe_(mwitu),nguvu"	
^nj	ⁿdʒ	9	U+005E U+006E U+006A	"nje,njia,njiwa"	
^ny	ɲ	19	U+005E U+006E U+0079	"nyasi,nyenga,nyinyi"	
^nz	ⁿz	1	U+005E U+006E U+007A	"nzi"	
^pw	p w	1	U+005E U+0070 U+0077	"pwani"	Swahili
^sh	ʃ	27	U+005E U+0073 U+0068	"shavu_(la_samaki),shavu_la_mguu,shimo"	Swahili
^th	θ	1	U+005E U+0074 U+0068	"theluji"	Swahili
aa$	aː	37	U+0061 U+0061 U+0024	"-ng’aa,maji_kujaa,motokaa"	Swahili
chw	tʃ w	3	U+0063 U+0068 U+0077	"bupuru_(la_kichwa),kichwa,mchwa"	Swahili
ee$	eː	4	U+0065 U+0065 U+0024	"mzee,pekee"	Swahili
ii$	iː	3	U+0069 U+0069 U+0024	"-jamii,-tii,skii"	Swahili
ksh	k ʃ	1	U+006B U+0073 U+0068	"-nakshi"	Swahili
msh	m ʃ	2	U+006D U+0073 U+0068	"-chuma_(mshahara,kiamshakinywa"	Swahili
ng’	ŋ	4	U+006E U+0067 U+2019	"-ng’aa,-nong’ona,mung’unye"	Swahili
oo$	oː	16	U+006F U+006F U+0024	"kondoo,mwanakondoo,popoo"	Swahili
uu$	uː	17	U+0075 U+0075 U+0024	"juu,mguu,shavu_la_mguu"	Swahili
^msh	m ʃ	10	U+005E U+006D U+0073 U+0068	"mshonaji,mshtaki,mshtakiwa"	Swahili
^ng’	ŋ	3	U+005E U+006E U+0067 U+2019	"ng’amba,ng’ombe"	
^shw	ʃ w	1	U+005E U+0073 U+0068 U+0077	"shwari"	Swahili
