Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
âw	â/aː w	6	U+00E2 U+0077	"blâwî,brâwezzen,klâwa"	Old High German
êh	ê/eː h	1	U+00EA U+0068	"zêha"	Old High German
êw	ê/eː w	1	U+00EA U+0077	"wêwa"	Old High German
î$	î/iː	11	U+00EE U+0024	"blâwî,trûrigî,werî"	Old High German
îh	î/iː h	5	U+00EE U+0068	"intlîhan,lîhan,lîhti"	Old High German
îs	î/iː s	3	U+00EE U+0073	"wîsa,wîsi"	Old High German
îw	î/iː w	3	U+00EE U+0077	"hîwen,hîwiski,spîwan"	Old High German
ô$	ô/oː	3	U+00F4 U+0024	"(h)rô,naskô,zwêne_(zwô"	Old High German
ôs	ô/oː s	2	U+00F4 U+0073	"hintarôsto,lôsen"	Old High German
ôw	ô/oː w	1	U+00F4 U+0077	"gilôwôn"	Old High German
û$	û/uː	2	U+00FB U+0024	"dû,sû"	Old High German
ûs	û/uː s	2	U+00FB U+0073	"dûsunt,rûsa"	Old High German
ûw	û/uː w	1	U+00FB U+0077	"bûwan"	Old High German
^dw	d w	1	U+005E U+0064 U+0077	"dwahila"	Old High German
^kw	kʷ	3	U+005E U+006B U+0077	"kwena,kwiti"	Old High German
^ph	pf	1	U+005E U+0070 U+0068	"pheffur"	Old High German
^qu	kʷ	4	U+005E U+0071 U+0075	"quemaling,queman,quirn(a)"	Old High German
^sw	s w	15	U+005E U+0073 U+0077	"swam(b),swester,swâri"	Old High German
^th	θ	6	U+005E U+0074 U+0068	"thah,thiorna,thonarestag"	Old High German
^zw	ts w	7	U+005E U+007A U+0077	"zweinzug,zwêne_(zwô,zwîfal"	Old High German
^âh	â/aː h	1	U+005E U+00E2 U+0068	"âhten"	Old High German
^êw	ê/eː w	2	U+005E U+00EA U+0077	"êwa,êwawarto"	Old High German
^ôh	ô/oː h	1	U+005E U+00F4 U+0068	"ôheim"	Old High German
^ôs	ô/oː s	1	U+005E U+00F4 U+0073	"ôstan"	Old High German
^ûw	û/uː w	1	U+005E U+00FB U+0077	"ûwila"	Old High German
hs$	x s	5	U+0068 U+0073 U+0024	"mezzisahs,skarasahs,wîzwahs"	Old High German
ls$	l s	1	U+006C U+0073 U+0024	"hals"	Old High German
ns$	n s	1	U+006E U+0073 U+0024	"gans"	Old High German
ph$	pf	5	U+0070 U+0068 U+0024	"(h)naph,kroph,stumph"	Old High German
rh$	r h	1	U+0072 U+0068 U+0024	"furh"	Old High German
rsw	r s w	1	U+0072 U+0073 U+0077	"firswintan"	Old High German
âh$	â/aː h	2	U+00E2 U+0068 U+0024	"nâh"	Old High German
âhh	â/aː xː	2	U+00E2 U+0068 U+0068	"lâhhan,sprâhhûs"	Old High German
îh$	î/iː h	5	U+00EE U+0068 U+0024	"hazlîh,lîh,man(a)lîh"	Old High German
îhh	î/iː xː	3	U+00EE U+0068 U+0068	"lîhhâr,manalîhha,rîhhi"	Old High German
ôh$	ô/oː h	4	U+00F4 U+0068 U+0024	"flôh,fôh,hôh"	Old High German
ûh$	û/uː h	3	U+00FB U+0068 U+0024	"bûh,rûh"	Old High German
ûhh	û/uː xː	1	U+00FB U+0068 U+0068	"intûhhan"	Old High German
ûs$	û/uː s	6	U+00FB U+0073 U+0024	"fledarmûs,mûs,sprâhhûs"	Old High German
