Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ji$	ʒʲ	2	U+006A U+0069 U+0024	"a_coji,a_prăji"	
li$	lʲ	10	U+006C U+0069 U+0024	"a_ciopli,a_vâsli,a_înveli"	
ls$	l s	1	U+006C U+0073 U+0024	"fals"	Romanian
mi$	mʲ	4	U+006D U+0069 U+0024	"a_dormi,a_numi,a_primi"	
ng$	ŋ g	5	U+006E U+0067 U+0024	"lung,îndelung,ştreang"	
ni$	nʲ	19	U+006E U+0069 U+0024	"a_răni,a_se_odihni,străbuni"	
ns$	n s	3	U+006E U+0073 U+0024	"prins,surprins,întins"	Romanian
pi$	pʲ	3	U+0070 U+0069 U+0024	"a_ciupi,a_clipi,a_stropi"	
ri$	rʲ	35	U+0072 U+0069 U+0024	"a_(se)_opri,a_acoperi,socri"	
rs$	r s	2	U+0072 U+0073 U+0024	"discurs,urs"	Romanian
si$	sʲ	6	U+0073 U+0069 U+0024	"a_cosi,a_mărturisi,a_sosi"	
ti$	tʲ	21	U+0074 U+0069 U+0024	"a_plăti,a_şop(o)ti,aşi_iuti"	
vi$	vʲ	5	U+0076 U+0069 U+0024	"a_blagoslovi,a_lovi,a_privi"	
zi$	zʲ	5	U+007A U+0069 U+0024	"a_se_trezi,azi,miazăzi"	
şi$	ʃʲ	13	U+015F U+0069 U+0024	"a_năduşi,a_însănătoşi,iarăşi"	
ţi$	tsʲ	13	U+0163 U+0069 U+0024	"a_minţi,câţi,parinţi"	
chi$	kʲ	10	U+0063 U+0068 U+0069 U+0024	"ochi,rinichi,rărunchi"	
