Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
a$	a	933	U+0061 U+0024	"efamìra,manìdina,mi-tsàhatra"	Malagasy
e$	e	6	U+0065 U+0024	"antoandro_be,manào_hoe,manòme"	Malagasy
k’	kʼ	7	U+006B U+2019	"zanak’anadàhy,zanak’òmby,zanak’òsy"	
mb	ⁿb	96	U+006D U+0062	"miambakàvaka,ombivàvy,vorombazàha"	
mp	ⁿp	48	U+006D U+0070	"didimpòitra,manèmpotra,olompirènena"	
n$	n	1	U+006E U+0024	"manìdy_frein"	Malagasy
nd	ⁿd	57	U+006E U+0064	"fifandìrana,mandàdy,manèndy"	
ng	ŋg	83	U+006E U+0067	"mandrìnga,mangahàzo,mangàro"	
nj	ⁿdz	29	U+006E U+006A	"kibondrànjo,manjàka,rànjo"	
nk	ŋk	16	U+006E U+006B	"mankahàla,miketronkètrona,mitsinkàfona"	
nt	ⁿt	57	U+006E U+0074	"gantànana,mampanantèna,mpamìntana"	
n’	n’	8	U+006E U+2019	"nimeraon’aotomobìla,vozon’akànjo,àmin’..."	
o$	o	255	U+006F U+0024	"haràto,lòko,tròndro"	Malagasy
rs	r s	1	U+0072 U+0073	"orsa"	Malagasy
tr	ʈ r	190	U+0074 U+0072	"mangòtraka,mavèsatra,tòngotra"	
ts	ts	71	U+0074 U+0073	"bètsaka,mamòtsotra,mitsinkàfona"	Malagasy
y$	y	434	U+0079 U+0024	"mamònjy,vinànto_vàvy,zanak’anadàhy"	Malagasy
à$	à/a	5	U+00E0 U+0024	"kadanà,mandà,zomà"	Malagasy
àh	à/a h	58	U+00E0 U+0068	"fisaràhana,ialàhy,tòvo_làhy"	Malagasy
às	à/a s	36	U+00E0 U+0073	"helodranomàsina,làsa,sàsatra"	Malagasy
è$	è/e	18	U+00E8 U+0024	"afobè,fiarabè,maharè"	Malagasy
èh	è/e h	17	U+00E8 U+0068	"anatrèhana,mirèhitra,ràtsy_tarèhy"	Malagasy
ès	è/e s	7	U+00E8 U+0073	"fandrèsena,hàzo_kèsika,mavèsatra"	Malagasy
ìh	ì/i h	8	U+00EC U+0068	"farìhy,kìho,mahìhitra"	Malagasy
ìs	ì/i s	23	U+00EC U+0073	"aotobìsy,dìso,pìso"	Malagasy
ò$	ò/o	5	U+00F2 U+0024	"ambavafò,be_herimpò,marotò"	Malagasy
òh	ò/o h	31	U+00F2 U+0068	"akòho_làhy,alòha,tòhatra"	Malagasy
òs	ò/o s	13	U+00F2 U+0073	"boròsy,lamòsina,mandòsitra"	Malagasy
ô$	ô/o	3	U+00F4 U+0024	"bômbô,radìô,zèrô"	Malagasy
^ts	ts	34	U+005E U+0074 U+0073	"tsy_mìsy_elanèlana,tsàra,tsìlo"	Malagasy
^àh	à/a h	2	U+005E U+00E0 U+0068	"àhitra,àho"	Malagasy
^às	à/a s	1	U+005E U+00E0 U+0073	"àsa"	Malagasy
^ìs	ì/i s	1	U+005E U+00EC U+0073	"ìsa"	Malagasy
ndr	ɳ ɖ r	105	U+006E U+0064 U+0072	"manàndrana,mpandràfitra,taratàsy_fahazòana_mitòndra_fiarakodìa"	
ntr	ɳ ʈ r	4	U+006E U+0074 U+0072	"fahantràna,tompontràno,àntra"	
nts	ⁿts	21	U+006E U+0074 U+0073	"bòntsina,mihìntsana,ràntsana"	
