pk,jsondata,relation,certain,target_word_pk,source_word_pk
1794,,immediate,t,17544,59678
1795,,immediate,t,16408,68126
1796,,immediate,t,17680,59679
1797,,immediate,t,17818,59680
1798,,immediate,t,18152,59681
1799,,immediate,t,16296,59682
1800,,immediate,t,16276,59683
1801,,immediate,t,16275,59684
1802,,immediate,t,17543,59685
1803,,immediate,t,16298,59686
1804,,immediate,t,17542,59687
1805,,immediate,t,16191,59688
1806,,immediate,t,16687,59689
1807,,immediate,t,17358,59690
1808,,immediate,t,16766,59691
1809,,immediate,t,16569,59692
1810,,immediate,t,17882,59693
1811,,immediate,t,16308,59694
1812,,immediate,t,17341,59695
1813,,immediate,t,17647,59696
1814,,immediate,t,16709,59697
1815,,immediate,t,17907,59698
1816,,immediate,t,17812,59699
1817,,immediate,t,16832,59700
1818,,immediate,t,16392,59701
1819,,immediate,t,17578,59702
1820,,immediate,t,18129,59703
1821,,immediate,t,16373,59704
1822,,immediate,t,17837,59705
1823,,immediate,t,16429,59706
1824,,immediate,t,16587,59707
1825,,immediate,t,16272,59708
1826,,immediate,t,17264,59709
1827,,immediate,t,16751,59710
1828,,immediate,t,17897,59711
1829,,immediate,t,17581,59712
1830,,immediate,t,17874,59713
1831,,immediate,t,16168,59714
1832,,immediate,t,17649,59715
1833,,immediate,t,17561,59716
1834,,immediate,t,17281,59717
1835,,immediate,t,17414,59718
1836,,immediate,t,16600,59719
1837,,immediate,t,17675,59720
1838,,immediate,t,16848,59721
1839,,immediate,t,16366,59722
1840,,immediate,t,17040,59723
1841,,immediate,t,17289,59724
1842,,immediate,t,16510,59725
1843,,immediate,t,17750,59726
1844,,immediate,t,16561,59727
1845,,immediate,t,17464,59728
1846,,immediate,t,17844,59729
1847,,immediate,t,17536,68138
1848,,immediate,t,16796,59730
1849,,immediate,t,16794,59731
1850,,immediate,t,17034,59732
1851,,immediate,t,16874,59733
1852,,immediate,t,16264,59734
1853,,immediate,t,16484,59735
1854,,immediate,t,18082,59736
1855,,immediate,t,17129,59737
1856,,immediate,t,16697,59738
1857,,immediate,t,16810,59739
1858,,immediate,t,17863,59740
1859,,immediate,t,17623,59666
1860,,immediate,t,16663,59741
1861,,immediate,t,16394,59742
1862,,immediate,t,16360,59743
1863,,immediate,t,17007,59744
1864,,immediate,t,16354,59745
1865,,immediate,t,16969,59746
1866,,immediate,t,16504,59747
1867,,immediate,t,16390,59748
1868,,immediate,t,17913,59749
1869,,immediate,t,17934,59750
1870,,immediate,t,17363,59751
1871,,immediate,t,16488,59752
1872,,immediate,t,16803,59753
1873,,immediate,t,17369,59754
1874,,immediate,t,16342,59755
1875,,immediate,t,17541,59756
1876,,immediate,t,16463,59757
1877,,immediate,t,16573,59758
1878,,immediate,t,16367,59759
1879,,immediate,t,18021,59760
1880,,immediate,t,16586,59761
1881,,immediate,t,16776,59762
1882,,immediate,t,16456,59763
1883,,immediate,t,16877,59764
1884,,immediate,t,16244,59765
1885,,immediate,t,16786,59766
1886,,immediate,t,17761,59767
1887,,immediate,t,16865,59768
1888,,immediate,t,17029,59769
1889,,immediate,t,16286,59770
1890,,immediate,t,17027,59771
1891,,immediate,t,16873,59772
1892,,immediate,t,18145,59773
1893,,immediate,t,17147,59774
1894,,immediate,t,17031,59775
1895,,immediate,t,17754,59776
1896,,immediate,t,17354,59777
1897,,immediate,t,17862,59778
1898,,immediate,t,16348,59779
1899,,immediate,t,17790,59780
1900,,immediate,t,16437,59781
1901,,immediate,t,16327,59782
1902,,immediate,t,16219,59783
1903,,immediate,t,16798,59784
1904,,immediate,t,17631,59785
1905,,immediate,t,17394,59786
1906,,immediate,t,18149,59787
1907,,immediate,t,16473,59788
1908,,immediate,t,17915,59789
1909,,immediate,t,16797,59790
1910,,immediate,t,16801,59791
1911,,immediate,t,16795,59792
1912,,immediate,t,17382,59793
1913,,immediate,t,16695,59794
1914,,immediate,t,17653,59795
1915,,immediate,t,18147,59796
1916,,immediate,t,16793,59797
1917,,immediate,t,16740,59798
1918,,immediate,t,16882,59799
1919,,immediate,t,16300,59800
1920,,immediate,t,16566,59801
1921,,immediate,t,16358,59802
1922,,immediate,t,17595,59803
1923,,immediate,t,16763,59804
1924,,immediate,t,17383,59805
1925,,immediate,t,16363,59806
1926,,immediate,t,17612,59807
1927,,immediate,t,17930,59808
1928,,immediate,t,16333,59809
1929,,immediate,t,16800,59810
1930,,immediate,t,16509,59811
1931,,immediate,t,16775,59812
1932,,immediate,t,17929,59813
1933,,immediate,t,17762,59814
1934,,immediate,t,17376,59815
1935,,immediate,t,16498,59816
1936,,immediate,t,16918,59817
1937,,immediate,t,17815,59818
1938,,immediate,t,17270,59819
1939,,immediate,t,16970,59820
1940,,immediate,t,16413,59821
1941,,immediate,t,17347,59822
1942,,immediate,t,16991,59823
1943,,immediate,t,17103,59824
1944,,immediate,t,17107,59824
1945,,immediate,t,16982,59825
1946,,immediate,t,17010,59826
1947,,immediate,t,16446,59827
1948,,immediate,t,16175,59828
1949,,immediate,t,16994,59829
1950,,immediate,t,17713,59830
1951,,immediate,t,18143,59831
1952,,immediate,t,16395,59832
1953,,immediate,t,17323,59833
1954,,immediate,t,18130,59834
1955,,immediate,t,16961,59835
1956,,immediate,t,16349,59836
1957,,immediate,t,16679,59837
1958,,immediate,t,17629,59838
1959,,immediate,t,17645,59839
1960,,immediate,t,16400,59840
1961,,immediate,t,17712,59841
1962,,immediate,t,16258,59842
1963,,immediate,t,16274,59843
1964,,immediate,t,17641,59844
1965,,immediate,t,17661,59845
1966,,immediate,t,16486,59846
1967,,immediate,t,16454,59847
1968,,immediate,t,16630,59848
1969,,immediate,t,17674,59849
1970,,immediate,t,16756,59850
1971,,immediate,t,16494,59851
1972,,immediate,t,16656,59852
1973,,immediate,t,16876,59853
1974,,immediate,t,16430,59854
1975,,immediate,t,17069,59855
1976,,immediate,t,16646,59856
1977,,immediate,t,18076,59857
1978,,immediate,t,16972,59858
1979,,immediate,t,16575,59859
1980,,immediate,t,16441,59860
1981,,immediate,t,16676,59861
1982,,immediate,t,17692,59862
1983,,immediate,t,17854,59863
1984,,immediate,t,16685,59864
1985,,immediate,t,17102,59865
1986,,immediate,t,17788,59866
1987,,immediate,t,17296,59867
1988,,immediate,t,17742,59868
1989,,immediate,t,17766,59869
1990,,immediate,t,17691,59870
1991,,immediate,t,17434,59871
1992,,immediate,t,16784,59872
1993,,immediate,t,17004,59873
1994,,immediate,t,17703,59874
1995,,immediate,t,17767,59875
1996,,immediate,t,16407,59876
1997,,immediate,t,16782,59877
1998,,immediate,t,17138,59878
1999,,immediate,t,17901,59879
2000,,immediate,t,17126,59880
2001,,immediate,t,17770,59881
2002,,immediate,t,16941,59882
2003,,immediate,t,16732,59883
2004,,immediate,t,16257,59884
2005,,immediate,t,17663,59885
2006,,immediate,t,16604,59886
2007,,immediate,t,16519,59887
2008,,immediate,t,16603,59888
2009,,immediate,t,16304,59889
2010,,immediate,t,17049,59890
2011,,immediate,t,17659,59891
2012,,immediate,t,17952,59892
2013,,immediate,t,17997,59893
2014,,immediate,t,16791,59894
2015,,immediate,t,18114,59895
2016,,immediate,t,17917,59896
2017,,immediate,t,17758,59897
2018,,immediate,t,16542,59898
2019,,immediate,t,17019,59899
2020,,immediate,t,17017,59900
2021,,immediate,t,16522,59901
2022,,immediate,t,16523,59902
2023,,immediate,t,16683,59903
2024,,immediate,t,17592,59904
2025,,immediate,t,16570,59905
2026,,immediate,t,17590,59906
2027,,immediate,t,17591,59907
2028,,immediate,t,16497,59908
2029,,immediate,t,16626,59909
2030,,immediate,t,17755,59910
2031,,immediate,t,17746,59911
2032,,immediate,t,18141,59912
2033,,immediate,t,17305,59913
2034,,immediate,t,16270,59914
2035,,immediate,t,16259,59915
2036,,immediate,t,17624,59916
2037,,immediate,t,16461,59917
2038,,immediate,t,16511,59918
2039,,immediate,t,16668,59919
2040,,immediate,t,16506,59920
2041,,immediate,t,17773,59921
2042,,immediate,t,17911,59922
2043,,immediate,t,17593,59923
2044,,immediate,t,17810,59924
2045,,immediate,t,17640,59925
2046,,immediate,t,17714,59926
2047,,immediate,t,17651,59927
2048,,immediate,t,17772,59928
2049,,immediate,t,16370,59929
2050,,immediate,t,17903,59930
2051,,immediate,t,16774,59931
2052,,immediate,t,16190,59932
2053,,immediate,t,16521,59933
2054,,immediate,t,17162,59934
2055,,immediate,t,18115,59935
2056,,immediate,t,18137,59936
2057,,immediate,t,18148,59937
2058,,immediate,t,17552,63447
2059,,immediate,t,17912,59938
2060,,immediate,t,16388,59939
2061,,immediate,t,17515,59940
2062,,immediate,t,16268,59941
2063,,immediate,t,16385,59942
2064,,immediate,t,16384,59943
2065,,immediate,t,16316,59944
2066,,immediate,t,16869,59945
2067,,immediate,t,16351,59946
2068,,immediate,t,17658,59947
2069,,immediate,t,17925,59948
2070,,immediate,t,17197,59949
2071,,immediate,t,17630,59950
2072,,immediate,t,16364,59951
2073,,immediate,t,16359,59952
2074,,immediate,t,16930,59953
2075,,immediate,t,17209,59954
2076,,immediate,t,16574,59955
2077,,immediate,t,17657,59956
2078,,immediate,t,18122,59957
2079,,immediate,t,16505,59958
2080,,immediate,t,16858,59959
2081,,immediate,t,16285,59960
2082,,immediate,t,17547,59961
2083,,immediate,t,16420,59962
2084,,immediate,t,17482,59963
2085,,immediate,t,17708,59964
2086,,immediate,t,16802,59965
2087,,immediate,t,17817,59966
2088,,immediate,t,16992,59967
2089,,immediate,t,17062,59968
2090,,immediate,t,16309,73631
2091,,immediate,t,16489,64263
2092,,immediate,t,16426,59969
2093,,immediate,t,16960,59970
2094,,immediate,t,16781,59971
2095,,immediate,t,16833,59972
2096,,immediate,t,17336,59973
2097,,immediate,t,16338,59974
2098,,immediate,t,16318,59975
2099,,immediate,t,17022,59976
2100,,immediate,t,17078,59977
2101,,immediate,t,17569,59978
2102,,immediate,t,17940,59979
2103,,immediate,t,16278,59980
2104,,immediate,t,17705,59981
2105,,immediate,t,17140,59982
2106,,immediate,t,16938,59983
2107,,immediate,t,16911,59984
2108,,immediate,t,17971,59985
2109,,immediate,t,16735,59986
2110,,immediate,t,16260,59987
2111,,immediate,t,17881,59988
2112,,immediate,t,18071,59989
2113,,immediate,t,16305,63229
2114,,immediate,t,16868,59990
2115,,immediate,t,16768,59991
2116,,immediate,t,16572,59992
2117,,immediate,t,16850,59993
2118,,immediate,t,17811,59994
2119,,immediate,t,17587,59995
2120,,immediate,t,17813,59996
2121,,immediate,t,16931,59997
2122,,immediate,t,17899,59998
2123,,immediate,t,17783,59999
2124,,immediate,t,16501,60000
2125,,immediate,t,16502,60001
2126,,immediate,t,17340,60002
2127,,immediate,t,17842,60003
2128,,immediate,t,17009,60004
2129,,immediate,t,17139,60005
2130,,immediate,t,17283,60006
2131,,immediate,t,16576,59617
2132,,immediate,t,17407,60007
2133,,immediate,t,16809,60008
2134,,immediate,t,16680,59552
2135,,immediate,t,18057,60009
2136,,immediate,t,16864,60010
2137,,immediate,t,17180,60011
2138,,immediate,t,17859,60012
2139,,immediate,t,17269,60013
2140,,immediate,t,17389,60014
2141,,immediate,t,16374,60015
2142,,immediate,t,16787,60016
2143,,immediate,t,16375,60017
2144,,immediate,t,16788,60018
2145,,immediate,t,17585,60019
2146,,immediate,t,16500,60020
2147,,immediate,t,16499,60021
2148,,immediate,t,16821,60022
2149,,immediate,t,16923,60023
2150,,immediate,t,16289,60024
2151,,immediate,t,17490,60025
2152,,immediate,t,17550,59108
2153,,immediate,t,17051,60026
2154,,immediate,t,17577,60027
2155,,immediate,t,17668,60028
2156,,immediate,t,17717,60029
2157,,immediate,t,16878,60030
2158,,immediate,t,17320,60031
2159,,immediate,t,17018,60032
2160,,immediate,t,17540,60033
2161,,immediate,t,17042,60034
2162,,immediate,t,16372,60035
2163,,immediate,t,17900,60036
2164,,immediate,t,17469,60037
2165,,immediate,t,16859,60038
2166,,immediate,t,17429,60039
2167,,immediate,t,16320,60040
2168,,immediate,t,17646,60041
2169,,immediate,t,16386,60042
2170,,immediate,t,16888,60043
2171,,immediate,t,16475,60044
2172,,immediate,t,16947,60045
2173,,immediate,t,16870,60046
2174,,immediate,t,16773,60047
2175,,immediate,t,17297,60048
2176,,immediate,t,16462,60049
2177,,immediate,t,17420,60050
2178,,immediate,t,17853,60051
2179,,immediate,t,17275,60052
2180,,immediate,t,17760,60053
2181,,immediate,t,16897,60054
2182,,immediate,t,17141,60055
2183,,immediate,t,17127,57962
2184,,immediate,t,17858,60056
2185,,immediate,t,17428,60057
2186,,immediate,t,16496,60058
2187,,immediate,t,16346,60059
2188,,immediate,t,16799,60060
2189,,immediate,t,17091,60061
2190,,immediate,t,16337,60062
2191,,immediate,t,16321,60063
2192,,immediate,t,17598,60064
2193,,immediate,t,16347,60065
2194,,immediate,t,16353,60066
2195,,immediate,t,17685,60067
2196,,immediate,t,16524,60068
2197,,immediate,t,18049,60069
2198,,immediate,t,17729,58031
2199,,immediate,t,16620,60070
2200,,immediate,t,16297,60071
2201,,immediate,t,17068,60072
2202,,immediate,t,17785,60073
2203,,immediate,t,17838,60074
2204,,immediate,t,16313,60075
2205,,immediate,t,16280,60076
2206,,immediate,t,16783,60077
2207,,immediate,t,17866,60078
2208,,immediate,t,17555,60079
2209,,immediate,t,16387,60080
2210,,immediate,t,17697,60081
2211,,immediate,t,16696,60082
2212,,immediate,t,17776,60083
2213,,immediate,t,16365,60084
2214,,immediate,t,17769,60085
2215,,immediate,t,16425,60086
2216,,immediate,t,17551,60087
2217,,immediate,t,17580,60088
2218,,immediate,t,16307,60089
2219,,immediate,t,16376,60090
2220,,immediate,t,17665,60091
2221,,immediate,t,17784,60092
2222,,immediate,t,16571,60093
2223,,immediate,t,17672,60094
2224,,immediate,t,17448,60095
2225,,immediate,t,16310,60096
2226,,immediate,t,17196,60097
2227,,immediate,t,17664,60098
2228,,immediate,t,16341,60099
2229,,immediate,t,16343,60100
2230,,immediate,t,16428,60101
2231,,immediate,t,16357,60102
2232,,immediate,t,16556,60103
2233,,immediate,t,17774,60104
2234,,immediate,t,17920,60105
2235,,immediate,t,17648,60106
2236,,immediate,t,16202,60107
2237,,immediate,t,16785,60108
2238,,immediate,t,16410,60109
2239,,immediate,t,17574,60110
2240,,immediate,t,17679,60111
2241,,immediate,t,16299,70481
2242,,immediate,t,17570,60112
2243,,immediate,t,17501,60113
2244,,immediate,t,17189,60114
2245,,immediate,t,16319,60115
2246,,immediate,t,16694,60116
2247,,immediate,t,16550,60117
2248,,immediate,t,17146,60118
2249,,immediate,t,16481,60119
2250,,immediate,t,16554,60120
2251,,immediate,t,17025,60121
2252,,immediate,t,17636,60122
2253,,immediate,t,16335,60123
2254,,immediate,t,16839,60124
2255,,immediate,t,17909,60125
2256,,immediate,t,16350,60126
2257,,immediate,t,16702,60127
2258,,immediate,t,16424,60128
2259,,immediate,t,17144,60129
2260,,immediate,t,17654,60130
2261,,immediate,t,16606,60131
2262,,immediate,t,17558,60132
2263,,immediate,t,17371,60133
2264,,immediate,t,17609,60134
2265,,immediate,t,17681,60135
2266,,immediate,t,16507,60136
2267,,immediate,t,17579,60137
2268,,immediate,t,17689,60138
2269,,immediate,t,16529,60139
2270,,immediate,t,17145,60140
2271,,immediate,t,16792,60141
2272,,immediate,t,17868,60142
2273,,immediate,t,16518,60143
2274,,immediate,t,16704,60144
2275,,immediate,t,18128,60145
2276,,immediate,t,16362,60146
2277,,immediate,t,17377,60147
2278,,immediate,t,17611,60148
2279,,immediate,t,17365,60149
2280,,immediate,t,17775,60150
2281,,immediate,t,16352,60151
2282,,immediate,t,16632,60152
2283,,immediate,t,17397,60153
2284,,immediate,t,16515,60154
2285,,immediate,t,17748,60155
2286,,immediate,t,16262,60156
2287,,immediate,t,17771,60157
2288,,immediate,t,16490,60158
2289,,immediate,t,17362,60159
2290,,immediate,t,17364,60160
2291,,immediate,t,17791,60161
2292,,immediate,t,17635,60162
2293,,immediate,t,17559,60163
2294,,immediate,t,17639,60164
2295,,immediate,t,16956,60165
2296,,immediate,t,17131,60166
2297,,immediate,t,16287,60167
2298,,immediate,t,17121,60168
2299,,immediate,t,16645,60169
2300,,immediate,t,16440,60170
2301,,immediate,t,17030,60171
2302,,immediate,t,16493,60172
2303,,immediate,t,17740,60173
2304,,immediate,t,17043,60174
2305,,immediate,t,17134,60175
2306,,immediate,t,17666,60176
2307,,immediate,t,16955,60177
2308,,immediate,t,17632,60178
2309,,immediate,t,16863,60179
2310,,immediate,t,18116,60180
2311,,immediate,t,17575,60181
2312,,immediate,t,16631,60182
2313,,immediate,t,17759,60183
2314,,immediate,t,17564,60184
2315,,immediate,t,17706,60185
2316,,immediate,t,17563,60186
2317,,immediate,t,17814,60187
2318,,immediate,t,17266,60188
2319,,immediate,t,18096,60189
2320,,immediate,t,16483,60190
2321,,immediate,t,16176,73639
2322,,immediate,t,17143,60191
2323,,immediate,t,16980,60192
2324,,immediate,t,17159,60193
2325,,immediate,t,16952,60194
2326,,immediate,t,16503,60195
2327,,immediate,t,16644,60196
2328,,immediate,t,17827,60197
2329,,immediate,t,16495,60198
2330,,immediate,t,16508,64052
2331,,immediate,t,17739,60199
2332,,immediate,t,17756,60200
2333,,immediate,t,17136,60201
2334,,immediate,t,16977,60202
2335,,immediate,t,17135,60203
2336,,immediate,t,16777,60204
2337,,immediate,t,17539,60205
2338,,immediate,t,16466,60206
2339,,immediate,t,16405,60207
2340,,immediate,t,17944,60208
2341,,immediate,t,17556,60209
2342,,immediate,t,17954,60210
2343,,immediate,t,17039,60211
2344,,immediate,t,16707,60212
2345,,immediate,t,17836,60213
2346,,immediate,t,16945,60214
2347,,immediate,t,16948,60215
2348,,immediate,t,16450,60216
2349,,immediate,t,17137,60217
2350,,immediate,t,16713,60218
2351,,immediate,t,16427,60219
2352,,immediate,t,17801,60220
2353,,immediate,t,17667,60221
2354,,immediate,t,16516,60222
2355,,immediate,t,16602,60223
2356,,immediate,t,16939,60224
2357,,immediate,t,17910,60225
2358,,immediate,t,16608,60226
2359,,immediate,t,16288,60227
2360,,immediate,t,17855,60228
2361,,immediate,t,17061,60229
2362,,immediate,t,16686,60230
2363,,immediate,t,17768,60231
2364,,immediate,t,16263,60232
2365,,immediate,t,16480,60233
2366,,immediate,t,17660,60234
2367,,immediate,t,17584,60235
2368,,immediate,t,17268,60236
2369,,immediate,t,17662,60237
2370,,immediate,t,17041,60238
2371,,immediate,t,16929,60239
2372,,immediate,t,17560,60240
2373,,immediate,t,16771,60241
2374,,immediate,t,18150,60242
2375,,immediate,t,16513,60243
2376,,immediate,t,17483,60244
2377,,immediate,t,17165,60245
2378,,immediate,t,16414,60246
2379,,immediate,t,16277,60247
2380,,immediate,t,17499,60248
2381,,immediate,t,16733,60249
2382,,immediate,t,17128,60250
2383,,immediate,t,17280,60251
2384,,immediate,t,17655,60252
2385,,immediate,t,16256,60253
2386,,immediate,t,17637,60254
2387,,immediate,t,16778,60255
2388,,immediate,t,17614,60256
2389,,immediate,t,17876,60257
2390,,immediate,t,16834,60258
2391,,immediate,t,16706,60259
2392,,immediate,t,17033,60260
2393,,immediate,t,17710,60261
2394,,immediate,t,17459,60262
2395,,immediate,t,17566,60263
2396,,immediate,t,16823,60264
2397,,immediate,t,17860,60265
2398,,immediate,t,17738,60266
2399,,immediate,t,17271,60267
2400,,immediate,t,17554,60268
2401,,immediate,t,17905,60269
2402,,immediate,t,17753,60270
2403,,immediate,t,17749,60271
2404,,immediate,t,17596,60272
2405,,immediate,t,16932,59568
2406,,immediate,t,17133,60273
2407,,immediate,t,17573,60274
2408,,immediate,t,16669,60275
2409,,immediate,t,16334,60276
2410,,immediate,t,18101,60277
2411,,immediate,t,17736,60278
2412,,immediate,t,16772,60279
2413,,immediate,t,17711,60280
2414,,immediate,t,16383,60281
2415,,immediate,t,18099,60282
2416,,immediate,t,16553,60283
2417,,immediate,t,17514,60284
2418,,immediate,t,16666,60285
2419,,immediate,t,17686,60286
2420,,immediate,t,16382,60287
2421,,immediate,t,17149,60288
2422,,immediate,t,17937,60289
2423,,immediate,t,16478,60290
2424,,immediate,t,16476,60291
2425,,immediate,t,17562,60292
2426,,immediate,t,16457,60293
2427,,immediate,t,16294,60294
2428,,immediate,t,16265,60295
2429,,immediate,t,16467,60296
2430,,immediate,t,17348,60297
2431,,immediate,t,17453,60298
2432,,immediate,t,16303,60299
2433,,immediate,t,16555,60300
2434,,immediate,t,18108,60301
2435,,immediate,t,17831,60302
2436,,immediate,t,17709,60303
2437,,immediate,t,17604,60304
2438,,immediate,t,16998,60305
2439,,immediate,t,17673,60306
2440,,immediate,t,16267,60307
2441,,immediate,t,17605,60308
2442,,immediate,t,16915,60309
2443,,immediate,t,17021,60310
2444,,immediate,t,16940,60311
2445,,immediate,t,16880,60312
2446,,immediate,t,17079,60313
2447,,immediate,t,17970,60314
2448,,immediate,t,17535,60315
2449,,immediate,t,16693,60316
2450,,immediate,t,18124,60317
2451,,immediate,t,16469,60318
2452,,immediate,t,17752,60319
2453,,immediate,t,16445,60320
2454,,immediate,t,16295,60321
2455,,immediate,t,16949,60322
2456,,immediate,t,17606,60323
2457,,immediate,t,16750,60324
2458,,immediate,t,16872,60325
2459,,immediate,t,16421,60326
2460,,immediate,t,16192,60327
2461,,immediate,t,17765,60328
2462,,immediate,t,17546,60329
2463,,immediate,t,17704,64046
2464,,immediate,t,17245,60330
2465,,immediate,t,17764,60331
2466,,immediate,t,16944,60332
2467,,immediate,t,17792,60333
2468,,immediate,t,18102,60334
2469,,immediate,t,17053,60335
2470,,immediate,t,16177,60336
2471,,immediate,t,11045,60379
2472,,immediate,t,11295,60380
2473,,immediate,t,10966,60381
2474,,immediate,t,11383,60382
2475,,immediate,t,11017,60383
2476,,immediate,t,11598,60384
2477,,immediate,t,10981,60385
2478,,immediate,t,11389,60386
2479,,immediate,t,11448,60387
2480,,immediate,t,11074,60388
2481,,immediate,t,11800,60389
2482,,immediate,t,11376,60390
2483,,immediate,t,11604,60391
2484,,immediate,t,11845,60392
2485,,immediate,t,11239,60393
2486,,immediate,t,11853,60392
2487,,immediate,t,11506,60394
2488,,immediate,t,11377,60395
2489,,immediate,t,11165,60396
2490,,immediate,t,11830,60397
2491,,immediate,t,11729,60398
2492,,immediate,t,11505,60399
2493,,immediate,t,11772,60400
2494,,immediate,t,11163,60401
2495,,immediate,t,11122,60402
2496,,immediate,t,10978,60403
2497,,immediate,t,11727,60404
2498,,immediate,t,11242,60405
2499,,immediate,t,11041,60406
2500,,immediate,t,11043,60407
2501,,immediate,t,11904,60408
2502,,immediate,t,11531,60409
2503,,immediate,t,11136,60410
2504,,immediate,t,11901,60411
2505,,immediate,t,11152,60412
2506,,immediate,t,11412,60413
2507,,immediate,t,11740,60414
2508,,immediate,t,11040,60415
2509,,immediate,t,11468,60416
2510,,immediate,t,11881,60417
2511,,immediate,t,11903,60418
2512,,immediate,t,11046,60419
2513,,immediate,t,11657,60420
2514,,immediate,t,11435,60421
2515,,immediate,t,11416,60422
2516,,immediate,t,11044,60423
2517,,immediate,t,11035,60424
2518,,immediate,t,11623,60425
2519,,immediate,t,11182,60426
2520,,immediate,t,10948,60427
2521,,immediate,t,11900,60428
2522,,immediate,t,11773,60429
2523,,immediate,t,11432,60430
2524,,immediate,t,11855,60431
2525,,immediate,t,11849,60432
2526,,immediate,t,11556,60433
2527,,immediate,t,11153,60434
2528,,immediate,t,10969,60435
2529,,immediate,t,11297,60436
2530,,immediate,t,11381,60437
2531,,immediate,t,11550,60438
2532,,immediate,t,11471,60439
2533,,immediate,t,11521,60440
2534,,immediate,t,10938,60441
2535,,immediate,t,11008,60442
2536,,immediate,t,11445,60443
2537,,immediate,t,11423,60444
2538,,immediate,t,11478,60445
2539,,immediate,t,11777,60446
2540,,immediate,t,11430,60447
2541,,immediate,t,11526,60448
2542,,immediate,t,11728,60404
2543,,immediate,t,11150,60449
2544,,immediate,t,11380,60450
2545,,immediate,t,18731,60451
2546,,immediate,t,18767,60452
2547,,immediate,t,18890,60453
2548,,immediate,t,18822,60454
2549,,immediate,t,19196,60455
2550,,immediate,t,18441,60456
2551,,immediate,t,18697,60457
2552,,immediate,t,18988,60458
2553,,immediate,t,19037,60459
2554,,immediate,t,18612,60460
2555,,immediate,t,18985,60461
2556,,immediate,t,19331,60462
2557,,immediate,t,18826,60463
2558,,immediate,t,18249,63653
2559,,immediate,t,19043,63727
2560,,immediate,t,19266,60464
2561,,immediate,t,18320,60465
2562,,immediate,t,18888,60466
2563,,immediate,t,18560,60467
2564,,immediate,t,18905,60468
2565,,immediate,t,18321,60469
2566,,immediate,t,18668,60470
2567,,immediate,t,18318,60471
2568,,immediate,t,19195,60472
2569,,immediate,t,18779,74489
2570,,immediate,t,18862,60473
2571,,immediate,t,18870,60474
2572,,immediate,t,18532,63777
2573,,immediate,t,18893,60475
2574,,immediate,t,18897,60476
2575,,immediate,t,18535,60477
2576,,immediate,t,19058,60478
2577,,immediate,t,18959,60479
2578,,immediate,t,18330,60480
2579,,immediate,t,18605,60481
2580,,immediate,t,18325,60482
2581,,immediate,t,18329,60483
2582,,immediate,t,18831,60484
2583,,immediate,t,18979,60485
2584,,immediate,t,18573,62134
2585,,immediate,t,18440,60486
2586,,immediate,t,18551,60487
2587,,immediate,t,18571,60488
2588,,immediate,t,18217,60489
2589,,immediate,t,18805,61984
2590,,immediate,t,18539,60902
2591,,immediate,t,18205,60490
2592,,immediate,t,18584,60491
2593,,immediate,t,18523,60492
2594,,immediate,t,18872,60493
2595,,immediate,t,18608,60494
2596,,immediate,t,18606,60495
2597,,immediate,t,18601,60496
2598,,immediate,t,19044,63728
2599,,immediate,t,18866,63531
2600,,immediate,t,18899,60497
2601,,immediate,t,18900,60498
2602,,immediate,t,18871,60878
2603,,immediate,t,18901,60499
2604,,immediate,t,18994,60500
2605,,immediate,t,18319,60501
2606,,immediate,t,19019,60502
2607,,immediate,t,18952,60503
2608,,immediate,t,18950,60504
2609,,immediate,t,19024,60505
2610,,immediate,f,18549,60506
2611,,immediate,f,18549,60507
2612,,immediate,t,18687,60508
2613,,immediate,t,18202,60509
2614,,immediate,t,18712,60510
2615,,immediate,t,18251,60511
2616,,immediate,t,18993,60512
2617,,immediate,t,18565,60377
2618,,immediate,t,18694,60513
2619,,immediate,t,19220,60514
2620,,immediate,t,18671,60515
2621,,immediate,t,18607,60516
2622,,immediate,t,18674,60517
2623,,immediate,t,18675,60518
2624,,immediate,t,18909,60519
2625,,immediate,t,18591,60520
2626,,immediate,t,18916,70972
2627,,immediate,t,18308,60521
2628,,immediate,t,18700,60522
2629,,immediate,t,19312,60523
2630,,immediate,t,19048,60524
2631,,immediate,t,18331,60525
2632,,immediate,t,18727,60526
2633,,immediate,t,19045,60527
2634,,immediate,t,18933,61046
2635,,immediate,t,18701,60528
2636,,immediate,t,18203,60529
2637,,immediate,t,18199,60530
2638,,immediate,t,18784,60531
2639,,immediate,t,18685,63649
2640,,immediate,t,18332,60532
2641,,immediate,t,18851,70945
2642,,immediate,t,19042,60533
2643,,immediate,t,18529,60534
2644,,immediate,t,19026,60535
2645,,immediate,t,18928,70988
2646,,immediate,t,18522,60536
2647,,immediate,t,18918,60537
2648,,immediate,t,18849,60538
2649,,immediate,t,18946,60539
2650,,immediate,t,18719,74490
2651,,immediate,t,18679,60540
2652,,immediate,t,18762,60541
2653,,immediate,t,18327,60542
2654,,immediate,t,18745,60543
2655,,immediate,t,18983,60544
2656,,immediate,t,18204,60545
2657,,immediate,t,18987,60546
2658,,immediate,t,18725,61256
2659,,immediate,t,18207,60547
2660,,immediate,t,18556,60548
2661,,immediate,t,19015,60549
2662,,immediate,f,18910,60550
2663,,immediate,f,18910,60551
2664,,immediate,t,18999,60552
2665,,immediate,t,18682,60553
2666,,immediate,t,19240,67907
