borrowed_score,age_score,simplicity_score,pk,semantic_field_pk,representation,semantic_category,ids_code,sub_code,typical_context,core_list
0.180036930652442,0.882027082478457,0.762002462043496,61,1,45,Noun,1.82,82,The flames were so high they reached the helicopter.,t
0.084051724137931,0.836637931034482,0.928879310344828,62,1,44,Noun,1.83,83,Heavy smoke billowed from the burning house.,t
0.147058823529412,0.872941176470588,0.920588235294118,63,1,43,Noun,1.84,84,He let the cigarette ash fall on the floor.,t
0.247933884297521,0.801239669421488,0.825413223140496,64,1,44,Noun,1.841,841,,t
0.0997854077253219,0.885836909871245,0.776824034334764,65,1,47,Verb,1.851,851,She burnt all her ex-boyfriend's old letters.,t
0.0493827160493827,0.850617283950617,0.888888888888889,66,1,44,Verb,1.852,852,Our house is burning! Call the fire fighters!,t
0.0621761658031088,0.82020725388601,0.768566493955095,67,1,53,Verb,1.86,86,She lit a match.,t
0.147585345545379,0.88834304746045,0.764779350541215,68,1,45,Verb,1.861,861,The fire fighters extinguished the fire.,t
0.6689453125,0.73828125,0.873046875,69,1,52,Noun,1.87,87,,t
0.0491028128031038,0.89015518913676,0.83996120271581,70,1,42,Noun,1.88,88,The boys collected firewood and built a bonfire.,t
0.258823529411765,0.878823529411764,0.879411764705882,71,1,46,Noun,1.89,89,"This fireplace is lit by charcoal, not wood.",t
0.322992700729927,0.92992700729927,0.934306569343066,72,2,51,Noun,2.1,1,This table can be lifted by one person.,t
0.0962877030162413,0.88631090487239,0.880510440835267,73,2,52,Noun,2.21,21,The man had a long beard.,t
0.157498824635637,0.823695345557123,0.890691114245416,74,2,53,Noun,2.22,22,The woman wore a pretty dress.,t
0.189476168003775,0.867862199150543,0.829872581406324,75,2,44,Adjective,2.23,23,I have ten male and twelve female students.,t
0.157597876575979,0.855341738553417,0.847378898473789,76,2,44,Adjective,2.24,24,I have ten male and twelve female students.,t
0.169642857142857,0.864285714285714,0.738095238095238,77,2,49,Noun,2.25,25,One day this boy will grow to be a man.,t
0.243203883495146,0.865631067961165,0.739805825242719,78,2,51,Noun,2.251,251,The young man was not married.,t
0.142448512585812,0.879405034324943,0.762013729977117,79,2,48,Noun,2.26,26,One day this girl will grow to be a woman.,t
0.170940170940171,0.851037851037851,0.757834757834758,80,2,49,Noun,2.261,261,The young woman was not married.,t
0.154699738903394,0.848563968668407,0.892950391644909,81,2,51,Noun,2.27,27,Many children were playing in the water.,t
0.22181146025878,0.79630314232902,0.805914972273567,82,2,50,Noun,2.28,28,She's still a baby and can only have milk.,t
0.199845480298738,0.876693278392995,0.899047128508885,83,2,57,Noun,2.31,31,She married her husband last year.,t
0.183438155136268,0.846610761705101,0.844514325646401,84,2,59,Noun,2.32,32,He married his wife last year.,t
0.139645776566758,0.808991825613079,0.693460490463215,85,2,68,Verb,2.33,33,She married a man 10 years her junior.,t
0.252808988764045,0.8,0.758426966292135,86,2,46,Noun,2.34,34,"When we were married, a thousand people came to the wedding.",t
0.248724489795918,0.793367346938776,0.649234693877551,87,2,40,Noun,2.341,341,"After the divorce, he married another woman.",t
0.251601774273041,0.855101034992607,0.963775258748152,88,2,53,Noun,2.35,35,My father came home late last night.,t
0.194662480376766,0.873783359497645,0.948194662480377,89,2,57,Noun,2.36,36,My mother came home late last night.,t
0.117283950617284,0.844444444444445,0.62962962962963,90,2,42,Noun,2.37,37,My parents live in the village.,t
0.0467128027681661,0.798615916955017,0.615916955017301,91,2,29,Noun,2.38,38,As a married man he had more privileges.,t
0.0100536193029491,0.772117962466488,0.591152815013405,92,2,30,Noun,2.39,39,As a married woman she had more privileges.,t
0.111888111888112,0.878321678321678,0.867132867132867,93,2,48,Noun,2.41,41,I have one son and one daughter.,t
0.117391304347826,0.864347826086956,0.847826086956522,94,2,48,Noun,2.42,42,I have one son and one daughter.,t
0.554347826086957,0.81304347826087,0.956521739130435,95,3,23,Noun,3.662,662,,t
0.070945945945946,0.878378378378378,0.92972972972973,96,2,49,Noun,2.43,43,"I have two children, a son and a daughter.",t
0.063270832029049,0.87294183935391,0.808896262442872,97,2,48,Noun,2.44,44,"I have two brothers, one younger and one older than me.",t
0.0628418214225865,0.849933730442863,0.786337807163206,98,2,44,Noun,2.444,444,"My older brother is married, but my younger brother still lives at home.",t
0.0308275018683334,0.843340240505469,0.730959983694545,99,2,40,Noun,2.445,445,"My older brother is married, but my younger brother still lives at home.",t
0.117514603896291,0.8091277948836,0.814825472648269,100,2,48,Noun,2.45,45,"I have two sisters, one younger and one older than me.",t
0.0550241772900214,0.822171863394522,0.712373618711252,101,2,43,Noun,2.454,454,"My older sister is married, but my younger sister still lives at home.",t
0.0111165383773223,0.78906368429031,0.680399521651985,102,2,39,Noun,2.455,455,"My older sister is married, but my younger sister still lives at home.",t
0.136044223742153,0.846022674037291,0.659889440644617,103,2,39,Noun,2.456,456,"I have two siblings, one brother and one sister.",t
0.2300796812749,0.806374501992032,0.756972111553785,104,2,43,Noun,2.458,458,,t
0.266843971631206,0.826241134751773,0.827127659574468,105,2,58,Noun,2.46,46,My grandfather is 80 years old.,t
0.22951197053407,0.814917127071823,0.753683241252302,106,2,45,Noun,2.461,461,That old man looks like my grandfather.,t
0.271452145214521,0.840924092409241,0.824257425742574,107,2,59,Noun,2.47,47,My grandmother is 70 years old.,t
0.131578947368421,0.782894736842105,0.692982456140351,108,2,45,Noun,2.471,471,That old woman looks like my grandmother.,t
0.177165354330709,0.815748031496063,0.929133858267717,197,3,64,Noun,3.63,63,,t
0.0951248513674198,0.848394768133175,0.748810939357907,109,2,45,Noun,2.48,48,My grandson is 5 years older than my granddaughter.,t
0.104567969179967,0.828288387451844,0.73032471106219,110,2,46,Noun,2.49,49,My grandson is 5 years older than my granddaughter.,t
0.303871335041275,0.868488471391973,0.936901034253724,111,2,41,Noun,2.51,51,"I have two uncles, one on my father's side and one on my mother's side.",t
0.211237674260456,0.782216933015981,0.910744644678681,112,2,40,Noun,2.511,511,,t
0.215423606082549,0.808512350148845,0.78880038619358,113,2,43,Noun,2.512,512,,t
0.237457073456738,0.842867911885418,0.865147834827038,114,2,45,Noun,2.52,52,,t
0.216763005780347,0.789017341040463,0.823699421965318,115,2,42,Noun,2.521,521,,t
0.277013076393668,0.84162078458362,0.906658637302134,116,2,42,Noun,2.522,522,,t
0.189051918735892,0.836060948081264,0.734762979683973,117,2,47,Noun,2.53,53,,t
0.145631067961165,0.824987225344916,0.678078691875319,118,2,48,Noun,2.54,54,,t
0.1241768579492,0.800928974600188,0.696025399811853,119,2,76,Noun,2.55,55,,t
0.278481012658228,0.79620253164557,0.69620253164557,120,2,43,Noun,2.56,56,,t
0.345454545454545,0.824242424242424,0.703030303030303,121,2,45,Noun,2.57,57,,t
0.125486381322957,0.831332684824903,0.73443579766537,122,2,43,Noun,2.61,61,,t
0.169769409773641,0.792162047810451,0.755658980325788,123,2,42,Noun,2.611,611,,t
0.12173774665818,0.802355187778485,0.718332272437938,124,2,44,Noun,2.62,62,,t
0.188972513089005,0.829515706806283,0.752945026178011,125,2,43,Noun,2.621,621,,t
0.204086718165961,0.845452280089709,0.847371044106653,126,2,43,Noun,2.63,63,,t
0.218113834648941,0.834233485666805,0.859437751004016,127,2,41,Noun,2.631,631,,t
0.0939818631492168,0.854328112118714,0.804204451772465,128,2,42,Noun,2.64,64,,t
0.108234295415959,0.876485568760611,0.823853989813243,129,2,41,Noun,2.641,641,,t
0.118403837767117,0.834387265590929,0.582152202354994,130,2,46,Noun,2.71,71,,t
0.140077821011673,0.833463035019455,0.585603112840467,131,2,45,Noun,2.72,72,,t
0.075,0.78625,0.6025,132,2,38,Noun,2.73,73,,t
0.0970812182741117,0.8248730964467,0.596446700507614,133,2,37,Noun,2.74,74,,t
0.225941422594142,0.819246861924686,0.880753138075314,134,2,43,Noun,2.75,75,,t
0.26875,0.85625,0.7375,135,2,44,Noun,2.76,76,,t
0.208955223880597,0.831343283582089,0.723880597014925,136,2,38,Noun,2.77,77,,t
0.39859228362878,0.82641640597845,0.841327771984707,137,2,51,Noun,2.81,81,,t
0.419715447154471,0.838211382113821,0.855691056910569,138,2,48,Noun,2.82,82,,t
0.0296610169491525,0.876271186440678,0.936440677966102,139,2,59,Function word,2.91,91,,t
0.0416666666666667,0.841666666666667,0.933333333333333,140,2,60,Function word,2.92,92,,t
0,0.805926786751888,0.955113306217315,141,2,49,Function word,2.93,93,,t
0.00882352941176471,0.9,0.880882352941176,142,2,39,Function word,2.94,94,,t
0,0.76927374301676,0.769553072625698,143,2,39,Function word,2.941,941,,t
0,0.724083769633508,0.780104712041885,144,2,40,Function word,2.942,942,,t
0.0380952380952381,0.789523809523809,0.80952380952381,145,2,53,Function word,2.95,95,,t
0.0741525423728814,0.801906779661017,0.798728813559322,146,2,49,Function word,2.96,96,,t
0.456140350877193,0.829629629629629,0.89766081871345,147,3,50,Noun,3.11,11,"On the small island they found rabbits, foxes, snakes, mice and many other animals.",t
0.168918918918919,0.934779516358464,0.883001422475107,148,3,48,Adjective,3.12,12,Only male lions have manes.,t
0.117414248021108,0.903430079155673,0.890501319261214,149,3,44,Adjective,3.13,13,Only female monkeys look after their offspring.,t
0.276483050847458,0.815677966101695,0.780720338983051,150,3,45,Noun,3.15,15,,t
0.358333333333333,0.815416666666667,0.8375,151,3,43,Noun,3.16,16,,t
0.205128205128205,0.817948717948718,0.666666666666667,152,3,39,Noun,3.18,18,,t
0.252717391304348,0.834782608695652,0.858695652173913,153,3,47,Noun,3.19,19,,t
0.319884726224784,0.853025936599424,0.835734870317003,154,3,36,Noun,3.2,2,,t
0.308917197452229,0.850955414012739,0.837579617834395,155,3,44,Noun,3.21,21,,t
0.488095238095238,0.86984126984127,0.908730158730159,156,3,36,Noun,3.22,22,,t
0.300230946882217,0.841108545034642,0.861431870669746,157,3,41,Noun,3.23,23,,t
0.209708737864078,0.87883495145631,0.761165048543689,158,3,45,Noun,3.24,24,,t
0.425897824987355,0.898533131006576,0.96206373292868,159,3,42,Noun,3.25,25,The farmers raised sheep for wool and milk.,t
0.191331923890063,0.855919661733615,0.825581395348837,160,3,34,Noun,3.26,26,,t
0.0915915915915916,0.838138138138138,0.72972972972973,161,3,29,Noun,3.28,28,,t
0.204545454545455,0.813207547169811,0.742710120068611,162,3,43,Noun,3.29,29,,t
0.227678571428571,0.847321428571428,0.799107142857143,163,3,39,Noun,3.32,32,The hunter shot the boar in the forest.,t
0.138157894736842,0.86578947368421,0.684210526315789,164,3,28,Noun,3.34,34,,t
0.303135888501742,0.849477351916376,0.900696864111498,165,3,51,Noun,3.35,35,There are three pigs in the sty.,t
0.367430795847751,0.866522491349481,0.961072664359862,166,3,43,Noun,3.36,36,,t
0.284682080924855,0.854913294797688,0.791907514450867,167,3,31,Noun,3.37,37,,t
0.124365482233503,0.834517766497462,0.619289340101523,168,3,35,Noun,3.38,38,,t
0.573705179282868,0.861752988047808,0.98804780876494,169,3,47,Noun,3.41,41,The policeman mounted the horse and rode away.,t
0.313106796116505,0.837378640776699,0.737864077669903,170,3,40,Noun,3.42,42,,t
0.266497461928934,0.852791878172589,0.741116751269036,171,3,35,Noun,3.44,44,,t
0.210526315789474,0.863157894736842,0.763157894736842,172,3,40,Noun,3.45,45,,t
0.626582278481013,0.827848101265823,0.936708860759494,173,3,41,Noun,3.46,46,That donkey is almost as large as a horse.,t
0.6875,0.8515625,0.8828125,174,3,33,Noun,3.47,47,,t
0.15210355987055,0.820388349514563,0.747572815533981,175,3,32,Noun,3.5,5,,t
0.298901098901099,0.843296703296703,0.749450549450549,176,3,41,Noun,3.52,52,The farmer owns ten hens but only two roosters.,t
0.128361858190709,0.890220048899755,0.750611246943765,177,3,41,Noun,3.54,54,The farmer owns ten hens but only two roosters.,t
0.372122762148338,0.888235294117647,0.915601023017903,178,3,39,Noun,3.55,55,,t
0.472602739726027,0.883561643835616,0.945205479452055,179,3,37,Noun,3.56,56,,t
0.461538461538462,0.86043956043956,0.928571428571429,180,3,46,Noun,3.57,57,,t
0.125,0.878571428571428,0.898809523809524,181,3,43,Noun,3.58,58,Many birds build nests in trees.,t
0.158181818181818,0.804727272727273,0.961818181818182,182,3,48,Noun,3.581,581,,t
0.21,0.76,0.91,183,3,25,Noun,3.582,582,,t
0.203947368421053,0.797368421052632,0.914473684210526,184,3,38,Noun,3.583,583,,t
0.247126436781609,0.847126436781609,0.954022988505747,185,3,45,Noun,3.584,584,,t
0.15979381443299,0.815463917525773,0.938144329896907,186,3,50,Noun,3.585,585,,t
0.110294117647059,0.814705882352941,0.926470588235294,187,3,35,Noun,3.586,586,,t
0.222826086956522,0.821739130434782,0.902173913043478,188,3,46,Noun,3.591,591,,t
0.5,0.818181818181818,0.926136363636364,189,3,44,Noun,3.592,592,,t
0.141025641025641,0.833333333333333,0.961538461538462,190,3,39,Noun,3.593,593,,t
0.262820512820513,0.864102564102564,0.942307692307692,191,3,39,Noun,3.594,594,,t
0.153508771929825,0.808771929824562,0.934210526315789,192,3,57,Noun,3.596,596,,t
0.161616161616162,0.87979797979798,0.95959595959596,193,3,50,Noun,3.61,61,,t
0.442622950819672,0.89672131147541,0.954918032786885,194,3,40,Noun,3.614,614,,t
0.344186046511628,0.802790697674418,0.944186046511628,195,3,55,Noun,3.62,62,,t
0.476744186046512,0.779069767441861,0.872093023255814,196,3,22,Noun,3.622,622,,t
0.145161290322581,0.853763440860215,0.983870967741935,198,3,48,Noun,3.65,65,,t
0.0678391959798995,0.74321608040201,0.85678391959799,199,3,36,Noun,3.652,652,,t
0.208333333333333,0.859722222222222,0.895833333333333,200,3,38,Noun,3.653,653,,t
0.194915254237288,0.811864406779661,0.932203389830508,201,3,30,Noun,3.654,654,,t
0.209375,0.7925,0.925,202,3,44,Noun,3.655,655,,t
0.427083333333333,0.7875,0.885416666666667,203,3,24,Noun,3.661,661,,t
0.43,0.848,0.87,204,3,25,Noun,3.663,663,,t
0.238636363636364,0.836363636363636,0.909090909090909,205,3,22,Noun,3.664,664,,t
0.171875,0.8,0.8515625,206,3,32,Noun,3.665,665,,t
0.270833333333333,0.858333333333333,0.881944444444444,207,3,36,Noun,3.71,71,,t
0.656626506024096,0.843373493975903,0.933734939759036,208,3,42,Noun,3.72,72,,t
0.354838709677419,0.848387096774193,0.983870967741935,209,3,32,Noun,3.73,73,,t
0.173611111111111,0.836111111111111,0.944444444444444,210,3,37,Noun,3.74,74,,t
0.146706586826347,0.873053892215569,0.952095808383233,211,3,44,Noun,3.75,75,,t
0.333333333333333,0.79074074074074,0.953703703703704,212,3,54,Noun,3.76,76,,t
0.641176470588235,0.788235294117647,0.982352941176471,213,3,43,Noun,3.77,77,,t
0.84375,0.83125,0.921875,214,3,32,Noun,3.78,78,,t
0.443946188340807,0.860538116591928,0.878923766816143,215,3,41,Noun,3.81,81,,t
0.0502392344497608,0.873684210526316,0.942583732057416,216,3,47,Noun,3.811,811,,t
0.0479452054794521,0.834246575342466,0.808219178082192,217,3,37,Noun,3.812,812,,t
0.0705882352941176,0.84,0.9,218,3,43,Noun,3.813,813,,t
0.141025641025641,0.833333333333333,0.833333333333333,219,3,39,Noun,3.814,814,,t
0.324324324324324,0.818918918918919,0.905405405405405,220,3,37,Noun,3.815,815,,t
0.363095238095238,0.797619047619047,0.892857142857143,221,3,42,Noun,3.816,816,,t
0.12,0.851,0.975,222,3,51,Noun,3.817,817,,t
0.252747252747253,0.846153846153846,0.923076923076923,223,3,46,Noun,3.818,818,,t
0.0833333333333333,0.787179487179487,0.602564102564103,224,3,39,Noun,3.819,819,,t
0.139830508474576,0.805084745762712,0.875,225,3,63,Noun,3.82,82,,t
0.100746268656716,0.864179104477612,0.694029850746269,226,3,36,Noun,3.821,821,,t
0.133757961783439,0.839490445859872,0.713375796178344,227,3,42,Noun,3.822,822,,t
0.159695817490494,0.849429657794677,0.923003802281369,228,3,47,Noun,3.823,823,,t
0.0519230769230769,0.866153846153846,0.942307692307692,229,3,44,Noun,3.83,83,,t
0.0833333333333333,0.803846153846154,0.884615384615385,230,3,40,Noun,3.831,831,,t
0.215909090909091,0.817045454545454,0.931818181818182,231,3,45,Noun,3.832,832,,t
0.124309392265193,0.856906077348066,0.912983425414365,232,3,62,Noun,3.84,84,,t
0.154228855721393,0.850746268656716,0.950248756218905,233,3,51,Noun,3.85,85,,t
0.0972222222222222,0.786111111111111,0.798611111111111,234,3,36,Noun,3.91,91,,t
0.140449438202247,0.824719101123595,0.893258426966292,235,3,45,Noun,3.92,92,,t
0.105555555555556,0.811111111111111,0.888888888888889,236,3,46,Noun,3.93,93,,t
0.209044368600683,0.84641638225256,0.887372013651877,237,3,52,Noun,3.94,94,,t
0.224598930481283,0.851336898395722,0.978609625668449,238,3,48,Noun,3.95,95,,t
0.232673267326733,0.806930693069307,0.98019801980198,239,3,51,Noun,3.96,96,,t
0.533333333333333,0.853333333333333,0.95,240,3,46,Noun,3.97,97,,t
0.244791666666667,0.785416666666667,0.947916666666667,241,3,48,Noun,3.98,98,,t
0.18783542039356,0.84830053667263,0.935599284436494,242,4,51,Noun,4.11,11,,t
0.110978520286396,0.897852028639618,0.923627684964201,243,4,49,Noun,4.12,12,,t
0.145533141210375,0.892219020172911,1,244,4,44,Noun,4.13,13,,t
0.0564218301189988,0.879975379565039,0.916906032006565,245,4,48,Noun,4.14,14,,t
0.168539325842697,0.826966292134831,0.926966292134832,246,4,45,Noun,4.142,142,,t
0.123790552077405,0.874501992031873,0.867672168468981,247,4,40,Noun,4.144,144,,t
0.173594709494568,0.807982994803968,0.801606046291923,248,4,43,Noun,4.145,145,,t
0.2625,0.7825,0.825,249,4,40,Noun,4.146,146,,t
0.0957446808510638,0.895744680851064,1,250,4,47,Noun,4.15,15,,t
0.262697022767075,0.819789842381786,0.788528896672504,251,4,54,Noun,4.151,151,,t
0.0823529411764706,0.88,0.970588235294118,252,4,44,Noun,4.16,16,,t
0.112359550561798,0.859550561797753,0.803370786516854,253,4,45,Noun,4.162,162,,t
0.159782608695652,0.876521739130435,0.98695652173913,254,4,42,Noun,4.17,17,,t
0.117021276595745,0.871276595744681,0.973404255319149,255,4,48,Noun,4.18,18,,t
0.0819209039548023,0.857062146892655,0.923728813559322,256,4,48,Noun,4.19,19,,t
0.135057471264368,0.794252873563218,0.663793103448276,257,4,46,Noun,4.191,191,,t
0.203531598513011,0.853903345724907,0.966542750929368,258,4,50,Noun,4.2,2,,t
0.18,0.813333333333333,0.82,259,4,38,Noun,4.201,201,,t
0.179347826086957,0.770652173913043,0.673913043478261,260,4,47,Noun,4.202,202,,t
0.132432432432432,0.823243243243243,0.918918918918919,261,4,49,Noun,4.203,203,,t
0.268847795163585,0.834637268847795,0.967994310099573,262,4,52,Noun,4.204,204,,t
0.0657370517928287,0.836254980079681,0.868525896414343,263,4,44,Noun,4.205,205,,t
0.13125,0.835,0.86875,264,4,45,Noun,4.207,207,The boxer punched his opponent on the jaw.,t
0.0714285714285714,0.835714285714286,0.922619047619048,265,4,45,Noun,4.208,208,,t
0.0602409638554217,0.839759036144578,0.891566265060241,266,4,45,Noun,4.209,209,,t
0.0960187353629976,0.873536299765808,0.918032786885246,267,4,44,Noun,4.21,21,,t
0.146484375,0.801171875,0.8271484375,268,4,46,Noun,4.212,212,,t
0.0435684647302905,0.745228215767635,0.598547717842324,269,4,43,Noun,4.213,213,,t
0.0739910313901345,0.809417040358744,0.697309417040359,270,4,41,Noun,4.214,214,,t
0.138297872340426,0.808510638297872,0.73936170212766,271,4,47,Verb,4.215,215,I blinked as I came out into the sunlight.,t
0.103932584269663,0.858426966292135,0.960674157303371,272,4,47,Noun,4.22,22,,t
0.0869565217391304,0.791304347826087,0.594202898550725,273,4,36,Noun,4.221,221,,t
0.0779220779220779,0.794805194805195,0.655844155844156,274,4,39,Noun,4.222,222,,t
0.0267857142857143,0.892857142857143,0.979910714285714,275,4,42,Noun,4.23,23,,t
0.0714285714285714,0.761904761904762,0.55952380952381,276,4,43,Noun,4.231,231,,t
0.0689655172413793,0.796551724137931,0.908045977011494,277,4,46,Noun,4.232,232,,t
0.0796252927400469,0.889461358313817,0.982435597189696,278,4,45,Noun,4.24,24,,t
0.260180995475113,0.836199095022625,0.857466063348416,279,4,45,Noun,4.241,241,,t
0.0821052631578948,0.864842105263158,0.857894736842105,280,4,43,Noun,4.25,25,,t
0.0663716814159292,0.876991150442478,0.953539823008849,281,4,42,Noun,4.26,26,,t
0.117537313432836,0.922761194029851,0.974813432835821,282,4,49,Noun,4.27,27,,t
0.136255924170616,0.812322274881517,0.792654028436019,283,4,43,Noun,4.271,271,,t
0.0949367088607595,0.825316455696202,0.784810126582278,284,4,42,Noun,4.272,272,,t
0.105,0.8476,0.964,285,4,47,Noun,4.28,28,,t
0.166666666666667,0.814942528735632,0.82183908045977,286,4,45,Noun,4.281,281,,t
0.129699248120301,0.853759398496241,0.932330827067669,287,4,50,Noun,4.29,29,,t
0.133858267716535,0.87244094488189,0.942913385826772,288,4,43,Noun,4.3,3,,t
0.233870967741936,0.756854838709678,0.763104838709677,289,4,43,Noun,4.301,301,,t
0.1625,0.697,0.69875,290,4,35,Noun,4.302,302,,t
0.0932835820895523,0.864676616915423,0.940298507462686,291,4,45,Noun,4.31,31,,t
