ID,Target_Form_ID,Source_Form_ID,Comment,Source,relation,certain,Language_ID
110,1204,,ilbis,,immediate,true,53
111,582,,inžir,,immediate,true,309
112,430,,inžir,,immediate,true,309
113,1184,,štraf,,immediate,true,309
114,222,,iždahi,,immediate,true,269
115,1125,,iχtijar,,immediate,true,62
116,1055,,ya,,immediate,true,269
117,118,,jakɬʼad,,immediate,true,62
118,119,,jakɬʼad,,immediate,true,62
119,1144,,jaraʁ,,immediate,true,62
120,904,,žaqʼa,,immediate,true,62
121,472,,jubka,,immediate,true,309
122,522,,yorgan,,immediate,false,389
123,522,,yorgan,,immediate,false,388
124,573,,kal,,immediate,true,62
125,1099,,kaʁäz,,immediate,true,269
126,1232,,kaʁäz,,immediate,true,269
127,1195,,Unidentifiable,,earlier,true,147
128,1195,,kilisa,,immediate,true,62
129,1241,,kino,,immediate,true,309
130,535,,kírpič,,immediate,true,309
131,1199,,kašiš,,immediate,true,62
132,1244,,kófe,,immediate,true,309
133,814,,kut’a,,immediate,true,192
134,1132,,kömæk,,immediate,false,388
135,1132,,kömæk,,immediate,false,389
136,1052,,kuc,,immediate,true,62
137,466,,kʷar,,immediate,true,62
138,480,,kʷatʼa,,immediate,true,192
139,422,,lači-butu,,immediate,true,192
140,634,,ustar,,immediate,true,269
141,193,,Unidentifiable,,immediate,true,360
142,262,,macʼ,,immediate,true,62
143,131,,mačːa,,immediate,true,192
144,1231,,márka,,immediate,true,309
145,1214,,motocikl,,immediate,true,309
146,1027,,maʕni,,immediate,true,53
147,1133,,mešatʼ,,immediate,true,309
148,194,,mejmanak,,immediate,true,53
149,1226,,milícija,,immediate,true,309
150,880,,minuta,,immediate,true,309
151,741,,miskīn,,immediate,true,53
152,1215,,mašina,,immediate,true,309
153,1196,,mižgil,,immediate,true,53
154,1220,,motor,,immediate,true,309
155,1085,,muk’urkɬʼize,,immediate,true,62
156,577,,мундштук,,immediate,true,309
157,1054,,nāgāh,,immediate,true,269
158,114,,nikolaj,,immediate,true,309
159,485,,niqiš,,immediate,true,53
160,244,,nodo,,immediate,true,62
161,834,,nol,,immediate,true,309
162,1120,,nukar,,immediate,true,269
163,749,,nalog,,immediate,true,309
164,120,,nus,,immediate,true,62
165,121,,nus,,immediate,true,62
166,122,,nus,,immediate,true,62
167,123,,nus,,immediate,true,62
168,917,,Unidentifiable,,immediate,true,360
169,77,,qʷatʼi,,immediate,true,192
170,1156,,oxrana,,immediate,true,309
171,502,,Unidentifiable,,immediate,true,360
172,455,,pampi,,immediate,true,269
173,913,,ponedelnik,,immediate,true,309
174,1116,,Unidentifiable,,earlier,true,269
175,1116,,parčaħ,,immediate,true,62
176,481,,Unidentifiable,,earlier,true,269
177,481,,perdesi,,immediate,false,389
178,481,,perdesi,,immediate,false,388
179,982,,Unidentifiable,,earlier,true,269
180,982,,pašman,,immediate,true,62
181,517,,peč,,immediate,true,309
182,394,,peč,,immediate,true,309
183,1155,,plen,,immediate,true,309
184,195,,pil,,immediate,true,269
185,358,,pil,,immediate,true,269
186,59,,pilti,,immediate,true,269
187,445,,pívo,,immediate,true,309
188,514,,pol,,immediate,true,309
189,403,,poškap,,immediate,false,388
190,403,,poškap,,immediate,false,389
191,1225,,prezidént,,immediate,true,309
192,8,,q’a,,immediate,true,192
193,9,,q’a,,immediate,true,192
194,223,,q'alaq' uˤrbət'i,,immediate,true,192
195,820,,q’a,,immediate,true,192
196,130,,q’orolaj,,immediate,true,62
197,129,,q’orolaj,,immediate,true,62
198,159,,qaban,,immediate,false,388
199,159,,qaban,,immediate,false,309
200,159,,qaban,,immediate,false,389
201,1147,,qala,,immediate,false,388
202,1147,,qala,,immediate,false,389
203,1121,,qarabaš,,immediate,false,389
204,1121,,qarabaš,,immediate,false,388
205,1159,,qarmaχ,,immediate,false,388
206,823,,qarmaχ,,immediate,false,388
207,1159,,qarmaχ,,immediate,false,389
208,823,,qarmaχ,,immediate,false,389
209,1206,,qart,,immediate,true,62
210,172,,qaz,,immediate,true,62
211,296,,q:ʷar,,immediate,true,192
212,746,,q’arz,,immediate,true,62
213,744,,q’arz,,immediate,true,62
214,745,,q’arz,,immediate,true,62
215,806,,qaba,,immediate,true,53
216,758,,q’imat,,immediate,true,62
217,452,,q’umaš,,immediate,true,53
218,1197,,qurbān,,immediate,true,53
219,574,,qʼʷil,,immediate,true,62
220,429,,qʼʷil,,immediate,true,62
221,1138,,qaħba,,immediate,true,53
222,636,,rač,,immediate,true,62
223,1211,,rádio,,immediate,true,309
224,942,,ræng,,earlier,true,269
225,541,,raq,,immediate,true,62
226,543,,raq,,immediate,true,62
227,830,,raq,,immediate,true,62
228,469,,raˤhu,,immediate,true,192
229,1227,,rišːi,,immediate,true,62
230,1100,,ručka,,immediate,true,309
231,970,,ruħ,,immediate,true,62
232,190,,ʁalbac',,immediate,true,62
233,151,,ʁatːara,,immediate,true,192
234,1047,,šːak,,immediate,true,62
235,907,,son,,immediate,true,62
236,909,,sːaʕat,,immediate,true,53
237,910,,sːaʕat,,immediate,true,53
238,651,,sːir,,immediate,true,62
239,652,,sːir,,immediate,true,269
240,1210,,sːunnat,,immediate,true,62
241,498,,Unidentifiable,,earlier,true,269
242,498,,subun,,immediate,false,388
243,498,,subun,,immediate,false,389
244,1108,,šahru,,immediate,true,269
245,1143,,soldát,,immediate,true,309
246,1217,,samolét,,immediate,true,309
247,1045,,šartʼ,,immediate,true,62
248,433,,"semečko, semečki (pʟ)",,immediate,true,309
249,1168,,sud,,immediate,true,309
250,1169,,sud,,immediate,true,309
251,1171,,sudja,,immediate,true,309
252,1170,,maʕni,,immediate,true,53
253,1237,,šiša,,immediate,true,269
254,526,,sveča,,immediate,true,309
255,400,,tas,,immediate,true,269
256,431,,Unidentifiable,,immediate,true,360
257,607,,topor,,immediate,true,309
258,972,,ṭāliʕ,,immediate,true,53
259,973,,ṭāliʕ,,immediate,true,53
260,971,,tamaːša,,immediate,true,62
261,971,,Unidentifiable,,earlier,true,269
262,368,,tampal,,immediate,true,269
263,826,,tanχ,,immediate,true,62
264,1229,,tarix,,immediate,true,53
265,1183,,tamiħ,,immediate,true,62
266,1212,,telefón,,immediate,true,309
267,1218,,tok,,immediate,true,309
268,757,,dakkan,,immediate,true,53
269,755,,dakkan,,immediate,true,53
270,1146,,tumank,,immediate,false,388
271,1146,,tumank,,immediate,false,389
272,1178,,tusnaq’,,immediate,true,62
273,575,,tutun,,immediate,false,389
274,575,,tutun,,immediate,false,388
275,363,,doktor,,immediate,true,309
276,1035,,učitel,,immediate,true,309
277,1036,,učkol (abbreviation of učebnyj kollectiv),,immediate,true,309
278,1223,,ukol,,immediate,true,309
279,1107,,ulka,,immediate,false,388
280,1107,,ulka,,immediate,false,389
281,524,,stol,,immediate,true,309
282,220,,uˤrbət'i,,immediate,true,192
283,173,,urdek,,immediate,false,389
284,173,,urdek,,immediate,false,388
285,116,,wakɬʼad,,immediate,true,62
286,117,,wakɬʼad,,immediate,true,62
287,196,,Unidentifiable,,immediate,true,360
288,1213,,velosipéd,,immediate,true,309
289,365,,zahru,,immediate,true,269
290,872,,zaman,,immediate,true,53
291,343,,janazat,,immediate,true,53
292,1173,,žawab,,immediate,true,62
293,1084,,žawab,,immediate,true,62
294,486,,žawhar,,immediate,true,53
295,68,,žagir,,immediate,true,53
296,875,,Unidentifiable,,immediate,true,53
297,70,,žagir,,immediate,true,53
298,1187,,zinā,,immediate,true,53
299,1167,,zakón,,immediate,true,309
300,1134,,ʕadat,,immediate,true,53
301,1209,,ʕalamat,,immediate,true,62
302,210,,ʕalχul,,immediate,true,53
303,713,,ʕarba,,immediate,true,53
304,1010,,ʕajb,,immediate,true,53
305,1012,,ʕajb,,immediate,true,53
306,1177,,ʕajb,,immediate,true,53
307,1179,,ʕajb,,immediate,true,53
308,1182,,ʕajb,,immediate,true,53
309,1181,,ʕajb,,immediate,true,53
310,1180,,ʕajb,,immediate,true,53
311,1015,,ʕelečʼ,,immediate,true,62
312,1188,,ʕelečʼ,,immediate,true,62
313,338,,ʕummar,,immediate,true,53
314,500,,ʕummar,,immediate,true,53
315,344,,χ:anχ:a,,immediate,true,192
316,974,,χːʷarisːa,,immediate,true,192
317,219,,c’adal ħama,,immediate,true,62
318,1111,,halq,,immediate,true,53
319,747,,xarž,,immediate,true,62
320,458,,χurum,,immediate,true,53
321,1160,,kʷar,,immediate,true,62
322,4104,,ʕadala-,,immediate,true,62
323,3022,,’ādam,,earlier,true,53
324,3022,,ʕadan,,immediate,true,62
325,4231,,ʕadat,,immediate,true,62
326,3512,,odejalo,,immediate,true,309
327,4368,,ádres,,immediate,true,309
328,3080,,aʕarɬi,,immediate,true,62
329,3531,,aguri,,immediate,true,62
330,4060,,ähi,,immediate,true,62
331,4202,,ahlu,,immediate,true,62
332,4202,,’ahl,,earlier,true,53
333,4296,,ʕak’a,,immediate,true,62
334,2973,,okeán,,immediate,true,309
335,2973,,ōkeanóa,,earlier,true,147
336,3143,,aklemi,,immediate,true,134
337,3133,,akúla,,immediate,true,309
338,4336,,ʕalāmat,,earlier,true,53
339,4336,,ʕalamat,,immediate,true,62
340,3633,,’āla,,earlier,true,53
341,3633,,alat,,immediate,true,62
342,4310,,allah,,immediate,true,62
343,4310,,allāh,,earlier,true,53
344,4328,,alžan,,immediate,true,62
345,4328,,janna,,earlier,true,53
346,3969,,anƛ’,,immediate,true,62
347,3151,,ʕaqrab,,earlier,true,53
348,3151,,ʕaq’rab,,immediate,true,62
349,4103,,aq’ilab,,immediate,true,62
350,4092,,aq’ilab,,immediate,true,62
351,4093,,ʕaql,,earlier,true,53
352,4093,,ʕaq’lu,,immediate,true,62
353,3976,,arbaʕ,,immediate,true,62
354,3976,,’arbiʕā’,,earlier,true,53
355,4241,,armija,,immediate,true,309
356,4391,,artel´,,immediate,true,309
357,4263,,’asīr,,earlier,true,53
358,4263,,asir,,immediate,true,62
359,4242,,ʕaskar,,earlier,true,53
360,4242,,askar,,immediate,true,62
361,3921,,ʕasru,,immediate,true,62
362,3856,,ʕat’ida-,,immediate,true,62
363,2959,,ʕat’iɬi,,immediate,true,62
364,2958,,ät’iraƛ’,,immediate,true,62
365,4374,,otkrytka,,immediate,true,309
366,4386,,otvërka,,immediate,true,309
367,4345,,avtóbus,,immediate,true,309
368,3826,,axir,,immediate,true,62
369,3937,,axir,,immediate,true,62
370,3826,,’axīr,,earlier,true,53
371,3937,,’axīr,,earlier,true,53
372,4293,,ʕayibiya-,,immediate,true,62
373,3388,,baba,,immediate,true,134
374,3661,,baɣarize,,immediate,true,62
375,3536,,baɣ,,earlier,true,111
376,3536,,baɣi,,immediate,true,134
377,3776,,baha,,immediate,true,62
378,3776,,bahā,,earlier,true,269
379,4355,,bol´nica,,immediate,true,309
380,4118,,baɬgoɬi,,immediate,true,62
381,3432,,pambe,,earlier,true,269
382,3432,,bamba,,immediate,true,134
383,3591,,banán,,immediate,true,309
384,4375,,bank,,immediate,true,309
385,4384,,bank’a,,immediate,true,134
386,4384,,banka,,earlier,true,309
387,3115,,bat’i,,immediate,true,134
388,4350,,batareja,,immediate,true,309
389,3457,,botinok,,earlier,true,309
390,3457,,batink’a,,immediate,true,134
391,4047,,baxt,,earlier,true,53
392,3755,,baxīl,,earlier,true,53
393,3755,,baxila-,,immediate,true,62
394,4116,,bayanab,,immediate,true,62
395,3934,,baybix´il,,immediate,true,62
396,3772,,bazargan,,earlier,true,111
397,3772,,bazargan,,immediate,true,62
398,3773,,bazar,,earlier,true,111
399,3773,,bazar,,immediate,true,62
400,3750,,bečeda-,,immediate,true,62
401,4354,,benzin,,immediate,true,309
402,4089,,bercina-,,immediate,true,62
403,4258,,berhenɬi,,immediate,true,62
404,3077,,best’al,,immediate,true,62
405,4209,,bet’erhan,,immediate,true,62
406,4228,,bet’erhan,,immediate,true,62
407,3037,,bet’erhan,,immediate,true,62
408,4311,,bet’erhan,,immediate,true,62
409,3041,,bertin,,immediate,true,62
410,4097,,bič’č’ize,,immediate,true,62
411,4127,,bihaya-,,immediate,true,62
412,3029,,bix´ina-,,immediate,true,62
413,3088,,bix´ina-,,immediate,true,62
414,3717,,bilik’i,,immediate,true,134
415,3566,,berenj,,earlier,true,269
416,3566,,brinǰi,,immediate,true,134
417,4086,,bit’ara-,,immediate,true,62
418,4390,,bómba,,immediate,true,309
419,4078,,božara-,,immediate,true,62
420,4378,,budk’a,,immediate,true,134
421,4385,,burav,,earlier,true,309
422,4385,,buraw,,immediate,true,62
423,3906,,but’a,,immediate,true,62
424,3507,,buxārī,,earlier,true,53
425,3507,,buxari,,immediate,true,62
426,3422,,č’aɣa,,immediate,true,62
427,4109,,c’c’aldoqan,,immediate,true,62
428,3412,,c’ic’ak’i,,immediate,true,134
429,3485,,č’ika,,immediate,true,134
430,3651,,č’ika,,immediate,true,134
431,3454,,c’inda,,immediate,true,134
432,2963,,č’ink’ilɬi,,immediate,true,62
433,4306,,c’ohor,,immediate,true,62
434,3467,,č’uħi,,immediate,true,62
435,3735,,c’unize,,immediate,true,62
436,3739,,c’unize,,immediate,true,62
437,3031,,c’uya-,,immediate,true,62
438,3090,,c’uya-,,immediate,true,62
439,3490,,čãdor,,earlier,true,269
440,3490,,čadir,,immediate,true,62
441,3414,,šakar,,earlier,true,269
442,3414,,čakar,,immediate,true,62
443,3660,,čarx,,immediate,true,62
444,3660,,čarxi,,earlier,true,134
445,4399,,čaj,,immediate,true,309
446,3366,,čāydān,,earlier,true,269
447,3366,,čaydan,,immediate,true,62
448,3118,,čayka,,immediate,true,309
449,3365,,čajnik,,earlier,true,309
450,3978,,četverg,,immediate,true,309
451,4204,,ceweqan,,immediate,true,62
452,3913,,jut,,earlier,true,111
453,3913,,žut,,immediate,true,62
454,3243,,daɣi,,immediate,true,134
455,3899,,dah,,immediate,true,62
456,3812,,dandeɬize,,immediate,true,62
457,3433,,dārāyi,,earlier,true,269
458,3433,,daray,,immediate,true,62
459,3324,,darmān,,earlier,true,269
460,3324,,darman,,immediate,true,62
461,3323,,dãru,,earlier,true,269
462,3323,,daru,,immediate,true,62
463,4265,,dawla,,earlier,true,53
464,4265,,dawla,,immediate,true,62
465,3311,,dažežva,,immediate,true,134
466,4232,,daʕba,,immediate,true,62
467,3134,,delfin,,immediate,true,309
468,4309,,dīn,,earlier,true,53
469,4309,,din,,immediate,true,62
470,2946,,dunyā,,earlier,true,53
471,2946,,"dunyal, duniyal",,immediate,true,62
472,3071,,durc,,immediate,true,62
473,3072,,durc,,immediate,true,62
474,3931,,ʕedeʕize,,immediate,true,62
475,4218,,ʕenekkize,,immediate,true,62
476,4000,,ʕenekkize,,immediate,true,62
477,3900,,ʕezzeʕan,,immediate,true,62
478,3975,,vtornik,,immediate,true,309
479,3724,,gama,,immediate,true,62
480,3724,,gami,,earlier,true,111
481,4393,,gazeta,,immediate,true,309
482,4393,,Unidentifiable,,earlier,true,169
483,3129,,Unidentifiable,,immediate,true,360
484,4208,,graždanin,,immediate,true,309
485,4062,,gurħel,,immediate,true,62
486,3013,,ɣadari,,immediate,true,134
487,4088,,ɣalat’,,immediate,true,62
488,4088,,ɣalaṭ,,earlier,true,53
489,3137,,ɣalbac’,,immediate,true,62
490,3678,,ɣanq’ize,,immediate,true,62
491,3295,,ɣanq’ize,,immediate,true,62
492,3420,,ɣvino,,immediate,true,134
493,3185,,ɣiz,,immediate,true,62
494,4266,,ɣorƛ’čel,,immediate,true,62
495,4320,,mɣvdeli,,immediate,true,134
496,3929,,ʕabsaʕat,,immediate,true,62
497,3941,,ħadir,,earlier,true,53
498,3941,,ħadura-,,immediate,true,62
499,2971,,halagab,,immediate,true,62
500,4221,,halmaɣ,,immediate,true,62
501,3600,,ħalt’i,,immediate,true,62
502,4151,,haraƛ’,,immediate,true,62
503,4172,,harize,,immediate,true,62
504,2996,,hawā’,,earlier,true,53
505,2996,,hawa,,immediate,true,62
506,3006,,hawa-baq,,immediate,true,62
507,3086,,ħayawān,,earlier,true,53
508,3095,,ħayawān,,earlier,true,53
509,3086,,ħaywan,,immediate,true,62
510,3095,,ħaywan,,immediate,true,62
511,4046,,ħayrana-,,immediate,true,62
512,2997,,haeri,,immediate,true,134
513,4348,,haerop’lani,,immediate,true,134
514,4126,,ħažaɬi,,immediate,true,62
515,4379,,hažatxana,,immediate,true,62
516,3890,,hazar,,immediate,true,62
517,3890,,hazara,,earlier,true,269
518,4302,,heresi-nuʕɬi,,immediate,true,62
519,4073,,ħink’i,,immediate,true,62
520,4074,,ħink’i,,immediate,true,62
521,3763,,ħisab,,immediate,true,62
522,3763,,ħisāb,,earlier,true,53
523,4225,,hobol,,immediate,true,62
524,4359,,ħukumat,,immediate,true,62
525,4359,,ħukūmat,,earlier,true,53
526,4175,,huq’ize,,immediate,true,62
527,4335,,ʕürülen,,immediate,true,62
528,3145,,ħut’-qumur,,immediate,true,62
529,4322,,ilahiya-,,immediate,true,62
530,4322,,’ilãhī,,earlier,true,53
531,4331,,ilbis,,immediate,true,62
532,4331,,’iblīs,,earlier,true,53
533,4121,,ʕilla,,immediate,true,62
534,3335,,ʕinq’a-,,immediate,true,62
535,3023,,insan,,immediate,true,62
536,3023,,insān,,earlier,true,53
537,4112,,škóla,,immediate,true,309
538,3514,,st’oli,,immediate,true,134
539,3514,,stol,,earlier,true,309
540,3522,,stropilo,,immediate,true,309
541,3411,,istiot,,earlier,true,64
542,3972,,itni,,immediate,true,62
543,3972,,’iθnayni,,earlier,true,53
544,3116,,ixvi,,immediate,true,134
545,3594,,qabaq,,earlier,true,111
546,3594,,qabaq,,immediate,true,62
547,3331,,k’waħala-,,immediate,true,62
548,4388,,Unidentifiable,,immediate,true,134
549,3529,,k’amara,,immediate,true,134
550,3402,,k’artupeli,,immediate,true,134
551,3523,,k’abi,,immediate,true,134
552,3330,,k’waħala-,,immediate,true,62
553,4245,,k’ombali,,immediate,true,134
554,3721,,k’ombali,,immediate,true,134
555,4205,,k’ombali,,immediate,true,134
556,3373,,k’ovzi,,immediate,true,134
557,4373,,kaɣat,,immediate,true,62
558,4289,,kakize,,immediate,true,62
559,3378,,kalba(tun),,earlier,true,53
560,4394,,kalendar´,,immediate,true,309
561,3539,,kanava,,immediate,true,309
562,2226,,kanɬi,,immediate,true,62
563,2964,,continentum,,earlier,true,96
564,2964,,kontinent,,immediate,true,309
565,3174,,krokodíl,,immediate,true,309
566,3174,,krokódeilos,,earlier,true,147
567,4376,,kran,,immediate,true,309
568,3658,,kraska,,immediate,true,309
569,3509,,krovat´,,immediate,true,309
570,4319,,kašiš,,immediate,true,62
571,4319,,kašiš,,earlier,true,269
572,3364,,kotelok,,immediate,true,309
573,3497,,kaw,,immediate,true,62
574,3497,,kapu,,earlier,true,111
575,4398,,keč’,,immediate,true,62
576,3641,,klej,,immediate,true,309
577,3342,,kwen,,immediate,true,62
578,3374,,kit’i,,immediate,true,134
579,4395,,kino,,immediate,true,309
580,3533,,kiraž,,immediate,true,62
581,3533,,kiräč,,earlier,true,111
582,3532,,kírpič,,immediate,true,309
583,3462,,kīs,,earlier,true,53
584,3462,,kisa,,immediate,true,62
585,3135,,kit,,immediate,true,309
586,3774,,kooperativ,,immediate,true,309
587,4400,,kófe,,immediate,true,309
588,3128,,krolik,,immediate,true,309
589,3488,,koxi,,immediate,true,134
590,3371,,kudari,,immediate,true,134
591,3771,,kupec,,immediate,true,309
592,3492,,kuxnja,,immediate,true,309
593,3177,,laga,,immediate,true,62
594,4210,,laɣ,,immediate,true,62
595,3515,,lámpa,,immediate,true,309
596,3592,,leɣvi,,immediate,true,134
597,4382,,leibi,,immediate,true,134
598,2960,,ɬaraʕɬi,,immediate,true,62
599,4180,,ɬaze,,immediate,true,62
600,4239,,ƛ’abi,,immediate,true,62
601,3459,,išlap’a,,immediate,true,134
602,4223,,maduhan,,immediate,true,62
603,3775,,magasin,,earlier,true,123
604,3775,,magazin,,immediate,true,309
605,3837,,maɣrib,,earlier,true,53
606,3837,,maɣrib,,immediate,true,62
607,4333,,makruɬi,,immediate,true,62
608,3113,,mamali,,immediate,true,134
609,4396,,maq’an,,immediate,true,62
610,4372,,mark’a,,immediate,true,134
611,4344,,mēkhanḗ,,earlier,true,147
612,4353,,mēkhanḗ,,earlier,true,147
613,4344,,mašina,,immediate,true,309
614,4353,,mašina,,immediate,true,309
615,1739,,ašuni,,immediate,true,134
616,3836,,mašriq,,earlier,true,53
617,3836,,mašriq’,,immediate,true,62
618,4343,,motocikl,,immediate,true,309
619,4352,,motor,,immediate,true,309
620,4383,,matrac,,immediate,true,309
621,2961,,maydan,,immediate,true,62
622,2961,,maidān,,earlier,true,53
623,3141,,maymalak,,immediate,true,62
624,4314,,masjid,,earlier,true,53
625,4314,,mažgit,,immediate,true,62
626,3483,,maz´,,immediate,true,309
627,4087,,meq’a-,,immediate,true,62
628,4211,,mexre,,immediate,true,134
629,3644,,mesed,,immediate,true,62
630,4365,,metrika,,immediate,true,309
631,3918,,mexx,,immediate,true,62
632,4362,,milícija,,immediate,true,309
633,4361,,minístr,,immediate,true,309
634,3753,,miskin,,immediate,true,62
635,3753,,miskīn,,earlier,true,53
636,3751,,miskīn,,earlier,true,53
637,3751,,miskina-,,immediate,true,62
638,4212,,Unidentifiable,,immediate,true,360
639,4115,,muħkam,,earlier,true,53
640,4115,,muħkana-,,immediate,true,62
641,3869,,muq,,immediate,true,62
642,3584,,mundštuk,,earlier,true,309
643,3584,,muštuk’i,,immediate,true,134
644,3980,,Unidentifiable,,immediate,true,360
645,4134,,nagah,,immediate,true,62
646,4134,,nāgāh,,earlier,true,269
647,3761,,nahɬi,,immediate,true,62
648,4397,,naku,,immediate,true,62
649,3764,,nalog,,immediate,true,309
650,4357,,nemsi,,immediate,true,134
651,3443,,nemsi,,immediate,true,134
652,3465,,naqš,,earlier,true,53
653,3465,,naq’iš,,immediate,true,62
654,3455,,noski,,immediate,true,309
655,3066,,nasl,,earlier,true,53
656,3066,,naslu,,immediate,true,62
657,3725,,navi,,immediate,true,134
658,3874,,nol´,,immediate,true,309
659,4369,,nómer,,immediate,true,309
660,4369,,numerus,,earlier,true,96
661,4214,,nowkar,,earlier,true,269
662,4214,,nukar,,immediate,true,62
663,4285,,nuʕ,,immediate,true,62
664,4381,,ubornaja,,immediate,true,309
665,3645,,okro,,immediate,true,134
666,3748,,okro,,immediate,true,134
667,3033,,ʕoloqan,,immediate,true,62
668,3923,,ʕoloqana-,,immediate,true,62
669,3292,,ʕumr,,earlier,true,53
670,3292,,ʕumru,,immediate,true,62
671,4200,,ʕorqi,,immediate,true,62
672,3495,,otaxi,,immediate,true,134
673,3449,,p’alt’o,,immediate,true,134
674,3449,,pal´to,,earlier,true,309
675,4392,,p’ap’irosi,,immediate,true,134
676,3410,,pilpil,,earlier,true,269
677,3410,,p’ilp’ili,,immediate,true,134
678,4207,,pača,,earlier,true,111
679,4207,,pača,,immediate,true,62
680,3447,,plašč,,immediate,true,309
681,4389,,plastmassa,,immediate,true,309
682,3478,,polotence,,immediate,true,309
683,3516,,fonar´,,immediate,true,309
684,3973,,ponedel´nik,,immediate,true,309
685,3123,,popugaj,,immediate,true,309
686,3754,,paq’ir,,immediate,true,62
687,3754,,faqīr,,earlier,true,53
688,3362,,peč´,,immediate,true,309
689,3506,,peč´,,immediate,true,309
690,4360,,prezidént,,immediate,true,309
691,3534,,fermer,,immediate,true,309
692,3018,,spíčka,,immediate,true,309
693,3778,,bihaya-,,immediate,true,62
694,3981,,pjatnica,,immediate,true,309
695,4102,,fikr,,earlier,true,53
